time,seconds,ID,PWM1,PWM2,PWM3,Flow1,Flow2,Flow3,Flow4,Flow5,Flow6,TC1,TC2,TC3,TC4,deltaP1,deltaP2,Lambda,Scale1,Scale2,mode1,mode2,state_press,Kp1,Ki1,Kd1,Kp2,Ki2,Kd2,press_offset,Tp,Ti,Td,Setpointt,temp_control,temp_auto,autoRoutineStage,autoTimeCounter,PrimaryFlow,SecondaryFlow,TotalFlow,SenO2Percent
yyyymmdd HH:MM:SS,s,NAN,10_bit_PWM,10_bit_PWM,14_bit_PWM,SLPM,SLPM,SLPM,SLPM,SLPM,SLPM,degC,degC,degC,degC,Pa,Pa,Lambda,Scale,Scale,mode,mode,state,P,I,D,P,I,D,offset,P,I,D,degC,val,temp_auto,stage,seconds,SLPM,SLPM,SLPM,%
11/19/25 14:25,29,4001,80,80,0,999,999,999,999,999,999,11.56,12,11.31,11.94,0,0.05,0.64,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-10.63159553
11/19/25 14:25,30,4001,80,80,0,999,999,999,999,999,999,11.56,11.69,11.12,11.94,0,0.05,0.64,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-10.63159553
11/19/25 14:25,31,4001,80,80,0,999,999,999,999,999,999,11.56,11.63,11.25,11.94,0,0.05,0.64,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-10.63159553
11/19/25 14:25,32,4001,80,80,0,999,999,999,999,999,999,11.56,11.69,11.12,11.94,0,0.05,0.63,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-11.08304294
11/19/25 14:25,33,4001,80,80,0,999,999,999,999,999,999,11.56,12.06,11.06,11.94,0,0.05,0.64,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-10.63159553
11/19/25 14:25,34,4001,80,80,0,999,999,999,999,999,999,11.56,12.25,11.44,11.94,0,0.06,0.64,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-10.63159553
11/19/25 14:25,35,4001,80,80,740,999,999,999,999,999,999,11.56,11.38,11.38,11.94,0,0.05,0.64,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-10.63159553
11/19/25 14:25,36,4001,80,80,740,999,999,999,999,999,999,11.56,11.56,11.31,11.94,0,0.06,0.64,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-10.63159553
11/19/25 14:25,37,4001,80,80,740,999,999,999,999,999,999,11.56,11.5,11.44,11.94,0,0.06,0.63,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-11.08304294
11/19/25 14:25,38,4001,80,80,740,999,999,999,999,999,999,11.56,11.88,11.38,11.94,0,0.06,0.64,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-10.63159553
11/19/25 14:25,39,4001,80,80,740,999,999,999,999,999,999,11.56,11.56,11.19,11.94,0,0.06,0.64,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-10.63159553
11/19/25 14:25,40,4001,80,80,740,999,999,999,999,999,999,11.56,11.38,11.19,11.94,0,0.06,0.64,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-10.63159553
11/19/25 14:25,41,4001,80,80,740,999,999,999,999,999,999,11.56,11.38,11.25,11.94,0,0.06,0.63,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-11.08304294
11/19/25 14:25,42,4001,80,80,740,999,999,999,999,999,999,11.56,12.13,11.12,11.94,0,0.05,0.63,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-11.08304294
11/19/25 14:25,43,4001,80,80,740,999,999,999,999,999,999,11.56,12.37,11.12,11.94,0,0.06,0.63,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-11.08304294
11/19/25 14:25,44,4001,80,80,740,999,999,999,999,999,999,11.56,12.06,11.19,11.94,0,0.06,0.63,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-11.08304294
11/19/25 14:25,45,4001,80,80,740,999,999,999,999,999,999,11.56,11.88,11.25,11.94,0,0.06,0.63,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,-11.08304294
11/19/25 14:25,46,4001,80,80,740,999,999,999,999,999,999,11.56,11.94,11.25,11.94,0,0.06,4.9,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,16.45129993
11/19/25 14:25,47,4001,80,80,740,999,999,999,999,999,999,11.56,12.25,11.25,11.94,0,0.06,7.99,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18151866
11/19/25 14:25,48,4001,80,80,740,999,999,999,999,999,999,11.56,12.25,11,11.94,0,0.06,7.99,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18151866
11/19/25 14:25,49,4001,80,80,740,999,999,999,999,999,999,11.56,11.25,11.12,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,50,4001,80,80,740,999,999,999,999,999,999,11.56,11.12,11.38,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,51,4001,80,80,740,999,999,999,999,999,999,11.56,11.25,11.31,11.94,0,0.06,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,52,4001,80,80,740,999,999,999,999,999,999,11.56,12,11.31,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,53,4001,80,80,740,999,999,999,999,999,999,11.56,11.88,11.38,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,54,4001,80,80,740,999,999,999,999,999,999,11.56,11.63,11.31,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,55,4001,80,80,740,999,999,999,999,999,999,11.63,11.69,11.19,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,56,4001,80,80,740,999,999,999,999,999,999,11.63,11.88,11.19,11.94,0,0.06,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,57,4001,80,80,740,999,999,999,999,999,999,11.63,11.88,11.12,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,58,4001,80,80,740,999,999,999,999,999,999,11.63,11.81,11.12,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,59,4001,80,80,740,999,999,999,999,999,999,11.63,11.75,11.12,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,60,4001,80,80,740,999,999,999,999,999,999,11.63,11.75,11.31,11.94,0,0.06,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,61,4001,80,80,740,999,999,999,999,999,999,11.63,12,11.25,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,62,4001,80,80,740,999,999,999,999,999,999,11.63,12.25,11.25,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,63,4001,80,80,740,999,999,999,999,999,999,11.69,12,11.19,11.94,0,0.06,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,64,4001,80,80,740,999,999,999,999,999,999,11.69,11.69,11.06,11.94,0,0.06,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,65,4001,80,80,740,999,999,999,999,999,999,11.69,12,11,11.94,0,0.06,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,66,4001,80,80,740,999,999,999,999,999,999,11.75,12.06,11.06,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,67,4001,80,80,740,999,999,999,999,999,999,11.75,12.19,11.12,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,68,4001,80,80,740,999,999,999,999,999,999,11.75,11.81,11.06,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,69,4001,80,80,740,999,999,999,999,999,999,11.75,11.44,11.12,11.94,0,0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,70,4001,80,80,740,999,999,999,999,999,999,11.75,12.06,11.12,11.94,0,-0.02,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:25,71,4001,80,80,740,999,999,999,999,999,999,11.75,12.44,11.19,11.94,0,-0.05,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,72,4001,80,80,740,999,999,999,999,999,999,11.75,12.25,11.56,11.94,0,-0.12,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,73,4001,80,80,740,999,999,999,999,999,999,11.75,11.94,11.25,11.94,0,-0.2,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,74,4001,80,80,740,999,999,999,999,999,999,11.75,11.81,11.44,11.94,0,-0.24,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,75,4001,80,81,740,999,999,999,999,999,999,11.75,12.19,11.44,11.94,0,-0.29,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,76,4001,80,81,740,999,999,999,999,999,999,11.81,12.63,11.38,11.94,0.01,-0.31,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,77,4001,80,81,740,999,999,999,999,999,999,11.81,12.56,11.12,11.94,0,-0.34,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,78,4001,80,81,740,999,999,999,999,999,999,11.81,12.19,11.44,11.94,0,-0.32,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,79,4001,80,81,740,999,999,999,999,999,999,11.81,12,11.38,11.94,0,-0.33,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,80,4001,80,82,740,999,999,999,999,999,999,11.81,12.13,11.19,11.94,0,-0.33,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,81,4001,80,82,740,999,999,999,999,999,999,11.81,12.25,11.31,11.94,0,-0.32,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,82,4001,80,82,740,999,999,999,999,999,999,11.81,12.13,11.31,11.94,0,-0.31,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,83,4001,80,82,740,999,999,999,999,999,999,11.81,11.5,11.25,11.94,0,-0.32,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,84,4001,80,83,740,999,999,999,999,999,999,11.81,11.5,11.31,11.94,0,-0.33,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,85,4001,80,83,740,999,999,999,999,999,999,11.81,12.06,11.44,11.94,0,-0.34,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,86,4001,80,83,740,999,999,999,999,999,999,11.81,12.37,11.5,11.94,0,-0.32,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,87,4001,80,83,740,999,999,999,999,999,999,11.81,12.25,11.38,11.94,0,-0.33,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,88,4001,80,83,740,999,999,999,999,999,999,11.69,11.56,11.38,11.94,0,-0.36,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,89,4001,80,84,740,999,999,999,999,999,999,11.69,11.75,11.25,11.94,0,-0.38,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,90,4001,80,84,740,999,999,999,999,999,999,11.69,11.88,11.44,11.94,0,-0.4,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,91,4001,80,84,740,999,999,999,999,999,999,11.69,11.81,11.31,11.94,0,-0.41,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,92,4001,80,85,740,999,999,999,999,999,999,11.69,11.44,11.12,11.94,0,-0.38,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,93,4001,80,85,740,999,999,999,999,999,999,11.69,10.81,11.12,11.94,0,-0.32,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,94,4001,80,85,740,999,999,999,999,999,999,11.69,11.56,11.19,11.94,0,-0.29,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,95,4001,80,85,740,999,999,999,999,999,999,11.69,11.69,11,11.94,0,-0.31,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,96,4001,80,85,740,999,999,999,999,999,999,11.69,11.63,11.06,11.94,0,-0.36,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,97,4001,80,85,740,999,999,999,999,999,999,11.69,11.12,11.12,11.94,0,-0.36,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,98,4001,80,86,740,999,999,999,999,999,999,11.69,11.06,11.06,11.94,0,-0.33,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,99,4001,80,86,740,999,999,999,999,999,999,11.69,11.31,11.12,11.94,0,-0.33,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,100,4001,80,86,740,999,999,999,999,999,999,11.69,12.37,11.25,11.94,0,-0.32,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,101,4001,80,86,740,999,999,999,999,999,999,11.69,11.69,11.31,11.94,0,-0.33,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,102,4001,80,87,740,999,999,999,999,999,999,11.63,11.38,11.31,11.94,0,-0.34,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,103,4001,80,87,740,999,999,999,999,999,999,11.63,11.38,11.5,11.94,0,-0.34,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,104,4001,80,87,740,999,999,999,999,999,999,11.63,11.75,11.44,11.94,0,-0.34,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,105,4001,80,87,740,999,999,999,999,999,999,11.63,12.13,11.38,11.94,0,-0.33,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,106,4001,80,87,740,999,999,999,999,999,999,11.63,11.81,11.25,11.94,0,-0.31,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,107,4001,80,88,740,999,999,999,999,999,999,11.63,11.31,11.38,11.94,0,-0.33,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,108,4001,80,88,740,999,999,999,999,999,999,11.63,11.56,11.38,11.94,0,-0.31,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,109,4001,80,88,740,999,999,999,999,999,999,11.63,12,11.38,11.94,0,-0.33,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,110,4001,80,88,740,999,999,999,999,999,999,11.63,12.19,11.19,11.94,0,-0.3,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,111,4001,80,89,740,999,999,999,999,999,999,11.63,11.81,11.19,11.94,0,-0.31,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,112,4001,80,89,740,999,999,999,999,999,999,11.63,11.5,11.19,11.94,0,-0.29,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
11/19/25 14:26,113,4001,80,89,740,999,999,999,999,999,999,11.63,11.56,11.44,11.94,0,-0.31,8,42,1,1,2,1,2,1,0,2,1,0,0,10.8,0.58,0,500,0,0,0,0,5994,0,0,18.18496709
