time,seconds,ID,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,GravFlo1,GravFlo2,COtemp,VOC,CH4,CH4temp,Ctemp1,Ctemp2,Ctemp3,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,dP2,AmbTemp,AmbPres,AmbRH,AS1_415nm,AS1_445nm,AS1_480nm,AS1_515nm,AS1_555nm,AS1_590nm,AS1_630nm,AS1_680nm,AS1_CLEAR,AS1_NIR,AS2_415nm,AS2_445nm,AS2_480nm,AS2_515nm,AS2_555nm,AS2_590nm,AS2_630nm,AS2_680nm,AS2_CLEAR,AS2_NIR,AS3_415nm,AS3_445nm,AS3_480nm,AS3_515nm,AS3_555nm,AS3_590nm,AS3_630nm,AS3_680nm,AS3_CLEAR,AS3_NIR,O2_1,O2_2,O2_3,O2_4,O2_ave,datenumbers,phase
#units:,s,4003,ppm,ppm,Mm^-1,mmH2O,degC,degC,%,lpm,lpm,degC,ppm,ppm,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,degC,mmH2O,degC,hPa,%,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,counts,lambda,lambda,lambda,lambda,lambda,date,text
20230711 18:33:14,33535.0,4003.0,-3.1701101321585905,-125.85462555066078,1.3436123348017617,0.154,26.3,23.09,42.6,0.0,0.01,30.0,1.2341409691629863,-673.0,29.8,32.38,32.05,31.75,27.88,27.0,27.44,nan,nan,-36.25,nan,nan,0.213,28.0,988.77,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.961,0.019,0.025,-0.001,2.0010000000000003,19549.773078703704,postbkg
20230711 18:33:15,33536.0,4003.0,-3.1701101321585905,-125.85462555066078,1.3436123348017617,0.155,26.33,23.09,42.6,0.0,0.02,30.0,1.294140969162985,-681.0,29.8,32.39,32.06,31.76,27.81,27.0,27.44,nan,nan,-36.19,nan,nan,0.213,28.0,988.77,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959,0.019,0.025,-0.001,2.0005,19549.773090277777,postbkg
20230711 18:33:16,33537.0,4003.0,-3.1001101321585907,-125.85462555066078,0.3436123348017617,0.156,26.3,23.09,42.6,0.0,0.01,30.0,1.294140969162985,-681.0,29.8,32.38,32.05,31.75,27.81,27.0,27.44,nan,nan,-36.19,nan,nan,0.213,28.0,988.8,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.956,0.019,0.025,-0.001,1.99975,19549.773101851853,postbkg
20230711 18:33:17,33538.0,4003.0,-3.1701101321585905,-128.85462555066078,1.3436123348017617,0.153,26.3,23.07,42.6,0.0,0.01,30.0,1.2341409691629863,-681.0,29.8,32.37,32.04,31.73,27.69,27.0,27.44,nan,nan,-36.19,nan,nan,0.21,28.0,988.79,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.958,0.019,0.025,-0.001,2.0002500000000003,19549.773113425927,postbkg
20230711 18:33:18,33539.0,4003.0,-3.1701101321585905,-126.85462555066078,1.3436123348017617,0.158,26.3,23.07,42.6,0.0,0.01,30.0,1.294140969162985,-681.0,29.8,32.38,32.04,31.74,27.81,27.0,27.44,nan,nan,-36.19,nan,nan,0.208,28.0,988.77,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.961,0.019,0.025,-0.001,2.0010000000000003,19549.773125,postbkg
20230711 18:33:19,33540.0,4003.0,-3.1001101321585907,-125.85462555066078,1.3436123348017617,0.155,26.3,23.09,42.6,0.0,0.02,30.0,1.294140969162985,-681.0,29.8,32.38,32.06,31.75,27.81,27.0,27.44,nan,nan,-36.19,nan,nan,0.211,28.0,988.8,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.958,0.019,0.025,-0.001,2.0002500000000003,19549.773136574073,postbkg
20230711 18:33:20,33541.0,4003.0,-3.1001101321585907,-126.85462555066078,1.3436123348017617,0.154,26.33,23.07,42.6,0.0,0.01,30.0,1.294140969162985,-698.0,29.8,32.38,32.06,31.75,27.62,27.0,27.44,nan,nan,-36.25,nan,nan,0.21,28.0,988.77,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.956,0.019,0.025,-0.001,1.99975,19549.77314814815,postbkg
20230711 18:33:21,33542.0,4003.0,-3.1001101321585907,-126.85462555066078,0.3436123348017617,0.155,26.3,23.07,42.6,0.0,0.01,30.0,1.294140969162985,-698.0,29.8,32.37,32.04,31.74,27.81,27.0,27.44,nan,nan,-36.19,nan,nan,0.212,28.0,988.78,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959,0.019,0.025,-0.001,2.0005,19549.773159722223,postbkg
20230711 18:33:22,33543.0,4003.0,-3.1701101321585905,-128.85462555066078,0.3436123348017617,0.155,26.28,23.09,42.6,0.0,0.01,30.0,1.294140969162985,-698.0,29.8,32.37,32.04,31.74,27.62,27.0,27.38,nan,nan,-36.19,nan,nan,0.21,28.0,988.78,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.947,0.019,0.025,-0.001,1.9975,19549.773171296296,postbkg
20230711 18:33:23,33544.0,4003.0,-3.1701101321585905,-128.85462555066078,1.3436123348017617,0.156,26.3,23.09,42.6,0.0,0.02,30.0,1.294140969162985,-698.0,29.8,32.38,32.05,31.74,27.88,27.0,27.38,nan,nan,-36.19,nan,nan,0.215,28.0,988.77,35.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959,0.019,0.025,-0.001,2.0005,19549.77318287037,postbkg
