time,Battery level,Temperature,firewood,seconds
yyyymmdd hhmmss,%,C,kg,s
2023-03-22 18:44:12,82.0,15.38,3.118651,1884
2023-03-22 18:44:16,82.0,15.38,3.118651,1888
2023-03-22 18:44:20,82.0,15.38,3.118651,1892
2023-03-22 18:44:24,82.0,15.38,3.118651,1896
2023-03-22 18:44:28,83.0,15.38,3.118006,1900
2023-03-22 18:44:32,82.0,15.38,3.117869,1904
2023-03-22 18:44:36,82.0,15.38,3.117869,1908
2023-03-22 18:44:40,83.0,15.38,3.117741,1912
2023-03-22 18:44:44,82.0,15.38,3.117735,1916
2023-03-22 18:44:48,82.0,15.38,3.117735,1920
2023-03-22 18:44:52,83.0,15.38,3.117741,1924
