time,seconds,CO,CO2,PM,Flow,FLUEtemp,H2Otemp,RH,COtemp,TC1,dP2,O2_1,O2_2,O2_3,O2_4
yyyymmdd hhmmss,s,ppm,ppm,Mm^-1,mmH2O,C,C,%,C,C,mmH2O,lambda,lambda,lambda,lambda
20230727 12:29:52,4580.0,33.431760000000004,1957.0,42795.0,0.3135,26.343984499999998,83.3,51.0,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:29:56,4584.0,34.20302,1976.0,45900.0,0.3422,26.343984499999998,83.6,50.9,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:30:00,4588.0,36.21774,2003.0,44550.0,0.3313,26.343984499999998,83.8,50.9,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:30:04,4592.0,38.68892,2031.0,44820.0,0.3201,26.343984499999998,83.9,50.8,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:30:08,4596.0,40.81382,2025.0,44820.0,0.3099,26.3401858,84.2,50.8,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:30:12,4600.0,43.25352,2049.0,48465.0,0.31,26.343984499999998,84.2,50.8,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:30:16,4604.0,45.5673,2063.0,45630.0,0.2999,26.343984499999998,84.4,51.1,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:30:20,4608.0,47.34592,2076.0,45360.0,0.2997,26.3515819,84.6,51.0,27.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 12:30:24,4612.0,48.58938,2076.0,46170.0,0.2997,26.3553806,84.7,51.2,27.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 12:30:28,4616.0,50.22634,2093.0,48060.0,0.3305,26.362978,84.9,51.2,27.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 12:30:32,4620.0,51.01334,2139.0,47115.0,0.3407,26.3667767,85.0,51.2,27.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 12:30:36,4624.0,51.04482,2161.0,46305.0,0.2921,26.3705754,85.4,51.3,27.6,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 12:30:40,4628.0,51.29666,2184.0,46170.0,0.2695,26.378172799999998,85.8,51.5,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:30:44,4632.0,50.55688,2190.0,47115.0,0.2963,26.3857702,85.9,51.8,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:30:48,4636.0,48.77826,2193.0,46170.0,0.2749,26.393367599999998,86.1,51.6,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:30:52,4640.0,47.04686,2216.0,42120.0,0.2873,26.400965,86.3,51.6,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:30:56,4644.0,45.29972,2233.0,41985.0,0.2958,26.3971663,86.3,51.5,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:00,4648.0,42.45078,2224.0,44550.0,0.2909,26.4047637,86.4,51.2,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:04,4652.0,40.2157,2213.0,43740.0,0.2825,26.4085624,86.4,51.2,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:08,4656.0,39.60184,2175.0,42390.0,0.2778,26.4123611,86.4,51.2,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:12,4660.0,39.633320000000005,2132.0,42795.0,0.2795,26.4161598,86.7,51.4,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:16,4664.0,39.4287,2109.0,43200.0,0.2918,26.4199585,86.8,51.7,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:20,4668.0,39.06668,2076.0,44280.0,0.2703,26.4199585,86.9,51.7,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:24,4672.0,39.00372,2068.0,42525.0,0.2693,26.427555899999998,87.2,51.8,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:28,4676.0,37.82322,2056.0,42390.0,0.2766,26.4313546,87.3,51.9,27.6,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:32,4680.0,36.65846,2067.0,41985.0,0.2959,26.4313546,87.5,52.2,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:36,4684.0,35.147420000000004,2059.0,41175.0,0.2961,26.438952,87.6,52.1,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:40,4688.0,34.75392,2070.0,41040.0,0.2769,26.442750699999998,88.0,52.1,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:44,4692.0,33.51046,2089.0,38880.0,0.2922,26.4503481,88.2,52.1,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:48,4696.0,32.282740000000004,2086.0,39960.0,0.2845,26.4579455,88.4,52.2,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:52,4700.0,31.13372,2084.0,42795.0,0.2992,26.4655429,88.4,52.3,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:31:56,4704.0,30.00044,2075.0,41040.0,0.2894,26.4731403,88.5,52.4,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:32:00,4708.0,29.57546,2073.0,41040.0,0.2893,26.476938999999998,88.6,52.3,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:32:04,4712.0,29.276400000000002,2073.0,40905.0,0.2867,26.4883351,88.7,52.5,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:32:08,4716.0,30.28376,2075.0,42390.0,0.2768,26.4959325,88.7,52.7,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:32:12,4720.0,31.65314,2084.0,42525.0,0.2876,26.4997312,88.8,52.6,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:32:16,4724.0,32.99104,2100.0,41850.0,0.2949,26.4997312,89.0,52.6,27.7,1533.5424,1.2845056,4.0,3.6,3.3,2.9
20230727 12:32:20,4728.0,34.56504,2095.0,42120.0,0.2817,26.5035299,89.0,52.7,27.7,1533.5424,1.2845056,4.0,3.6,3.3,2.9
20230727 12:32:24,4732.0,35.619620000000005,2108.0,43065.0,0.2765,26.5035299,89.1,52.6,27.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 12:32:28,4736.0,36.422360000000005,2091.0,45630.0,0.2996,26.4997312,89.5,53.0,27.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 12:32:32,4740.0,37.4612,2075.0,44415.0,0.3134,26.4997312,90.0,53.2,27.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 12:32:36,4744.0,38.6417,2100.0,45765.0,0.3164,26.5035299,90.0,53.2,27.7,1533.5424,1.2845056,4.0,3.6,3.4,2.9
20230727 12:32:40,4748.0,39.1139,2128.0,50085.0,0.3152,26.5073286,89.9,53.2,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:32:44,4752.0,40.0583,2140.0,47655.0,0.3382,26.5111273,89.9,53.2,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:32:48,4756.0,40.6879,2148.0,46710.0,0.3385,26.514926,90.3,53.1,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:32:52,4760.0,41.41194,2179.0,49815.0,0.308,26.5225234,90.8,53.3,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:32:56,4764.0,42.32486,2196.0,51840.0,0.3403,26.526322099999998,91.0,53.2,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:33:00,4768.0,42.7341,2205.0,47925.0,0.338,26.5339195,91.1,53.2,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:33:04,4772.0,43.37944,2214.0,47385.0,0.3119,26.541516899999998,91.3,53.5,27.7,1533.5424,1.2845056,3.9,3.6,3.4,2.9
20230727 12:33:08,4776.0,43.26926,2222.0,48465.0,0.3285,26.5491143,91.4,53.9,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:33:12,4780.0,43.70998,2233.0,49545.0,0.34,26.5605104,91.6,53.8,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:33:16,4784.0,44.96918,2250.0,48330.0,0.2883,26.5719065,91.7,54.1,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:33:20,4788.0,46.65336,2297.0,48465.0,0.3011,26.5946987,91.9,54.3,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:33:24,4792.0,48.06996,2318.0,45225.0,0.2828,26.6022961,91.9,54.4,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:33:28,4796.0,48.35328,2344.0,46980.0,0.2789,26.6136922,92.1,54.2,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:33:32,4800.0,47.62924,2362.0,47250.0,0.291,26.628887,92.2,54.4,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.8
20230727 12:33:36,4804.0,46.41726,2347.0,50355.0,0.277,26.6326857,92.4,54.7,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.9
20230727 12:33:40,4808.0,45.83488,2329.0,48870.0,0.2799,26.6516792,92.6,55.1,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.8
20230727 12:33:44,4812.0,45.91358,2347.0,46170.0,0.2784,26.6706727,92.6,55.6,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.8
20230727 12:33:48,4816.0,45.83488,2365.0,44955.0,0.2764,26.689666199999998,92.8,55.4,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.8
20230727 12:33:52,4820.0,45.1738,2389.0,54270.0,0.2869,26.704861,93.0,55.1,27.7,1533.5424,1.2845056,3.9,3.6,3.3,2.8
20230727 12:33:56,4824.0,45.3312,2418.0,53190.0,0.2922,26.7276532,93.1,55.3,27.8,1533.5424,1.2845056,3.9,3.6,3.3,2.8
20230727 12:34:00,4828.0,46.46448,2400.0,49950.0,0.2848,26.742848,93.5,55.4,27.8,1533.5424,1.2845056,3.9,3.6,3.3,2.8
20230727 12:34:04,4832.0,47.44036,2397.0,44145.0,0.2805,26.7656402,93.6,55.4,27.8,1533.5424,1.2845056,3.9,3.6,3.3,2.8
20230727 12:34:08,4836.0,46.952420000000004,2385.0,44415.0,0.2812,26.773237599999998,93.7,54.9,27.8,1533.5424,1.2845056,3.9,3.6,3.3,2.8
20230727 12:34:12,4840.0,44.82752,2400.0,45630.0,0.2789,26.788432399999998,94.0,55.2,27.8,1533.5424,1.2845056,3.9,3.6,3.3,2.8
20230727 12:34:16,4844.0,43.15908,2385.0,46170.0,0.2909,26.8036272,94.1,55.4,27.8,1533.5424,1.2845056,3.9,3.6,3.3,2.8
20230727 12:34:20,4848.0,41.88414,2341.0,45090.0,0.2858,26.818822,94.2,55.0,27.8,1533.5424,1.2845056,3.9,3.6,3.3,2.8
20230727 12:34:24,4852.0,40.766600000000004,2314.0,42795.0,0.2858,26.8340168,94.2,54.9,27.8,1533.5424,1.2845056,3.9,3.6,3.3,2.8
20230727 12:34:28,4856.0,39.72776,2266.0,41985.0,0.2904,26.8454129,94.3,55.1,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:34:32,4860.0,38.3269,2221.0,40365.0,0.2838,26.856809,94.5,55.2,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:34:36,4864.0,36.9103,2198.0,49005.0,0.2751,26.8644064,94.7,55.2,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:34:40,4868.0,36.422360000000005,2181.0,45090.0,0.294,26.8758025,94.8,55.4,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:34:44,4872.0,37.50842,2146.0,44145.0,0.2834,26.887198599999998,94.9,55.5,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:34:48,4876.0,38.62596,2115.0,45765.0,0.2893,26.9061921,95.0,55.9,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:34:52,4880.0,39.99534,2095.0,46170.0,0.2932,26.9137895,95.1,56.3,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:34:56,4884.0,40.074040000000004,2084.0,43740.0,0.2819,26.932783,95.3,56.0,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:00,4888.0,39.17686,2112.0,44145.0,0.2818,26.936581699999998,95.3,55.7,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:04,4892.0,37.58712,2123.0,40365.0,0.2957,26.9441791,95.5,55.5,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:08,4896.0,36.01312,2123.0,40770.0,0.3026,26.9479778,95.6,55.2,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:12,4900.0,34.25024,2118.0,41850.0,0.2824,26.951776499999998,95.9,55.5,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:16,4904.0,33.6836,2112.0,42390.0,0.2842,26.9669713,95.9,55.6,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:20,4908.0,33.6049,2059.0,41850.0,0.29,26.985964799999998,95.8,56.2,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:24,4912.0,33.49472,2067.0,42390.0,0.282,27.0049583,96.0,56.4,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:28,4916.0,32.865120000000005,2073.0,42525.0,0.2825,27.020153099999998,96.0,56.3,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:32,4920.0,32.09386,2092.0,42930.0,0.2866,27.0277505,96.2,56.2,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:36,4924.0,31.70036,2098.0,43605.0,0.2837,27.035347899999998,96.3,56.2,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:40,4928.0,32.44014,2100.0,43470.0,0.2723,27.046744,96.3,56.4,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:44,4932.0,33.41602,2143.0,43065.0,0.277,27.0543414,96.5,56.7,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:48,4936.0,35.30482,2171.0,43200.0,0.2934,27.0657375,96.6,56.9,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:52,4940.0,37.16214,2200.0,44685.0,0.2717,27.0733349,96.8,56.9,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:35:56,4944.0,39.60184,2223.0,44415.0,0.2803,27.084730999999998,97.0,57.1,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:36:00,4948.0,42.79706,2248.0,44280.0,0.282,27.0923284,97.1,57.6,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:36:04,4952.0,46.039500000000004,2262.0,44685.0,0.2865,27.1075232,97.3,57.9,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:36:08,4956.0,48.41624,2298.0,44415.0,0.284,27.118919299999998,97.5,57.9,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:36:12,4960.0,50.35226,2333.0,44010.0,0.2832,27.1265167,97.6,57.9,27.8,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:36:16,4964.0,51.97348,2353.0,45225.0,0.2912,27.1417115,97.7,58.1,27.9,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:36:20,4968.0,52.85492,2371.0,45900.0,0.2672,27.149308899999998,97.8,58.6,27.9,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:36:24,4972.0,52.99658,2374.0,48600.0,0.2741,27.1569063,97.9,59.0,27.9,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:36:28,4976.0,51.69016,2380.0,45360.0,0.2877,27.168302399999998,98.1,59.1,27.9,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:36:32,4980.0,49.64396,2398.0,44955.0,0.2989,27.1872959,98.1,59.4,27.9,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:36:36,4984.0,47.81812,2416.0,42930.0,0.2868,27.1948933,98.2,60.1,27.9,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:36:40,4988.0,46.54318,2404.0,42930.0,0.2765,27.2100881,98.3,60.5,27.9,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:36:44,4992.0,44.76456,2407.0,43200.0,0.2626,27.2214842,98.4,60.1,27.9,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:36:48,4996.0,42.8915,2371.0,42660.0,0.2772,27.2290816,98.4,60.3,27.9,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:36:52,5000.0,41.711,2315.0,45495.0,0.2734,27.2404777,98.5,60.3,27.9,1533.5424,1.2845056,3.9,3.4,3.3,2.8
20230727 12:36:56,5004.0,40.73512,2285.0,46170.0,0.2945,27.2518738,98.5,60.8,27.9,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:37:00,5008.0,40.57772,2225.0,45360.0,0.2775,27.267068599999998,98.5,61.8,27.9,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:37:04,5012.0,41.0814,2216.0,44955.0,0.2929,27.2784647,98.5,63.0,27.9,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:37:08,5016.0,40.48328,2199.0,44685.0,0.2691,27.2784647,98.5,62.8,27.9,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:37:12,5020.0,39.94812,2204.0,45495.0,0.2593,27.2898608,98.4,63.1,27.9,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:37:16,5024.0,39.963860000000004,2187.0,46575.0,0.2669,27.3088543,98.5,63.7,27.9,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:37:20,5028.0,40.074040000000004,2182.0,44550.0,0.3006,27.3164517,98.5,64.1,27.9,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:37:24,5032.0,40.23144,2196.0,41850.0,0.2885,27.3354452,98.5,63.4,27.9,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:37:28,5036.0,41.459160000000004,2201.0,41580.0,0.3042,27.3658348,98.5,62.1,27.9,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:37:32,5040.0,43.174820000000004,2190.0,39555.0,0.2849,27.4000231,98.5,60.9,27.9,1533.5424,1.2845056,3.8,3.4,3.2,2.8
20230727 12:37:36,5044.0,45.66174,2179.0,39960.0,0.289,27.4342114,98.5,60.3,27.9,1533.5424,1.2845056,3.8,3.3,3.2,2.8
20230727 12:37:40,5048.0,47.72368,2136.0,40095.0,0.2846,27.4494062,98.5,59.2,27.9,1533.5424,1.2845056,3.8,3.3,3.3,2.8
20230727 12:37:44,5052.0,48.66808,2082.0,40230.0,0.2888,27.4570036,98.4,58.0,27.9,1533.5424,1.2845056,3.8,3.3,3.2,2.8
20230727 12:37:48,5056.0,49.17176,2005.0,39285.0,0.3233,27.4608023,98.4,57.1,27.9,1533.5424,1.2845056,3.7,3.3,3.3,2.8
20230727 12:37:52,5060.0,49.31342,1893.0,40095.0,0.283,27.4570036,98.3,56.1,27.9,1533.5424,1.2845056,3.7,3.3,3.2,2.8
20230727 12:37:56,5064.0,49.8171,1767.0,38070.0,0.2757,27.4532049,98.3,55.4,27.9,1533.5424,1.2845056,3.7,3.3,3.2,2.8
20230727 12:38:00,5068.0,49.7384,1649.0,39015.0,0.2774,27.4494062,98.2,54.7,27.9,1533.5424,1.2845056,3.7,3.3,3.2,2.8
20230727 12:38:04,5072.0,49.56526,1527.0,39285.0,0.2842,27.4380101,98.3,54.5,27.9,1533.5424,1.2845056,3.7,3.3,3.2,2.8
20230727 12:38:08,5076.0,50.27356,1421.0,39015.0,0.2778,27.4342114,98.2,54.7,27.9,1533.5424,1.2845056,3.8,3.3,3.2,2.8
20230727 12:38:12,5080.0,52.587340000000005,1333.0,39285.0,0.2886,27.426614,98.2,55.2,27.9,1533.5424,1.2845056,3.7,3.3,3.2,2.8
20230727 12:38:16,5084.0,55.20018,1261.0,39285.0,0.2708,27.4228153,77.4,55.7,27.9,1533.5424,1.2845056,3.7,3.3,3.2,2.8
20230727 12:38:20,5088.0,57.41952,1214.0,38880.0,0.2667,27.4114192,66.2,55.5,27.9,1533.5424,1.2845056,3.7,3.3,3.2,2.8
20230727 12:38:24,5092.0,58.647240000000004,1172.0,39960.0,0.2893,27.4000231,57.8,55.7,28.0,1533.5424,1.2845056,3.8,3.3,3.2,2.8
20230727 12:38:28,5096.0,59.40276,1151.0,38880.0,0.2737,27.3924257,51.9,54.8,28.0,1533.5424,1.2845056,3.8,3.3,3.3,2.8
20230727 12:38:32,5100.0,60.42586,1128.0,38880.0,0.2671,27.3772309,49.1,51.8,28.0,1533.5424,1.2845056,3.7,3.3,3.3,2.8
20230727 12:38:36,5104.0,59.56016,1106.0,38880.0,0.2794,27.3582374,47.1,49.1,28.0,1533.5424,1.2845056,3.8,3.3,3.2,2.8
20230727 12:38:40,5108.0,58.442620000000005,1092.0,38880.0,0.279,27.3430426,45.0,47.2,28.0,1533.5424,1.2845056,3.7,3.3,3.2,2.8
20230727 12:38:44,5112.0,58.26948,1076.0,38205.0,0.2807,27.3278478,43.2,46.0,28.0,1533.5424,1.2845056,3.7,3.3,3.3,2.8
20230727 12:38:48,5116.0,58.662980000000005,1048.0,39150.0,0.2845,27.312653,41.2,46.6,28.0,1533.5424,1.2845056,3.7,3.3,3.3,2.8
20230727 12:38:52,5120.0,58.080600000000004,1048.0,38205.0,0.2854,27.3088543,39.6,49.4,28.0,1533.5424,1.2845056,3.7,3.3,3.3,2.8
20230727 12:38:56,5124.0,58.552800000000005,1020.0,38880.0,0.2873,27.2936595,38.0,51.3,28.0,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:39:00,5128.0,58.48984,1006.0,39150.0,0.2797,27.2708673,88.5,52.0,28.0,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:39:04,5132.0,57.56118,1000.0,38475.0,0.2801,27.248075099999998,95.9,52.0,28.0,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:39:08,5136.0,56.837140000000005,1004.0,37530.0,0.2777,27.2214842,96.7,51.7,28.0,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:39:12,5140.0,55.86126,1000.0,39015.0,0.2903,27.1948933,96.8,51.7,28.0,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:39:16,5144.0,55.0113,1006.0,39555.0,0.2835,27.1721011,96.9,51.7,28.0,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:39:20,5148.0,54.20856,998.0,38205.0,0.2882,27.1417115,96.9,51.6,28.0,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:39:24,5152.0,52.933620000000005,1006.0,39285.0,0.2977,27.1075232,96.7,51.2,28.0,1533.5424,1.2845056,3.8,3.4,3.3,2.8
20230727 12:39:28,5156.0,51.7059,998.0,39015.0,0.286,27.0809323,96.7,51.4,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:39:32,5160.0,51.26518,988.0,39015.0,0.2854,27.050542699999998,96.8,51.2,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:39:36,5164.0,50.47818,979.0,38475.0,0.2808,27.0163544,96.8,50.9,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:39:40,5168.0,49.51804,988.0,38610.0,0.2967,26.985964799999998,96.8,50.9,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:39:44,5172.0,49.54952,998.0,39015.0,0.2698,26.9555752,96.6,51.2,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:39:48,5176.0,48.96714,994.0,37800.0,0.2913,26.9251856,96.7,51.1,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:39:52,5180.0,47.62924,1002.0,39285.0,0.2724,26.887198599999998,96.6,50.9,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:39:56,5184.0,46.1182,1000.0,40905.0,0.2977,26.8492116,96.5,50.8,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:00,5188.0,44.63864,996.0,41310.0,0.2982,26.8112246,96.3,50.6,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:04,5192.0,43.47388,988.0,40500.0,0.2778,26.7770363,96.1,50.7,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:08,5196.0,42.23042,982.0,45630.0,0.282,26.742848,96.0,50.5,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:12,5200.0,40.97122,949.0,50625.0,0.3023,26.7086597,96.2,50.6,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:16,5204.0,39.64906,955.0,54945.0,0.2857,26.666874,96.2,51.0,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:20,5208.0,38.594480000000004,945.0,43875.0,0.2681,26.6440818,96.0,51.3,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:24,5212.0,38.92502,940.0,41850.0,0.2702,26.625088299999998,95.9,51.9,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:28,5216.0,40.2944,949.0,39825.0,0.2771,26.6060948,95.8,52.4,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:32,5220.0,40.67216,988.0,39825.0,0.273,26.5871013,96.0,52.2,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:36,5224.0,39.80646,1048.0,39420.0,0.2908,26.5719065,96.0,52.2,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:40,5228.0,37.91766,1107.0,38880.0,0.274,26.5567117,96.1,52.0,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:44,5232.0,35.383520000000004,1171.0,39285.0,0.2694,26.5377182,96.0,51.7,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:48,5236.0,32.75494,1226.0,41850.0,0.2932,26.5187247,96.2,52.3,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:52,5240.0,30.78744,1269.0,41715.0,0.3019,26.5073286,96.0,52.6,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:40:56,5244.0,28.94586,1295.0,41040.0,0.2887,26.4883351,95.9,52.6,28.0,1533.5424,1.2845056,3.9,3.5,3.3,2.8
20230727 12:41:00,5248.0,27.16724,1340.0,41040.0,0.2537,26.4693416,96.0,52.2,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
20230727 12:41:04,5252.0,25.4988,1413.0,40905.0,0.2814,26.4541468,95.8,52.6,28.0,1533.5424,1.2845056,3.8,3.5,3.3,2.8
