time,seconds,CO,ChipTemp,PM,Flow,FlueTemp,TC,F1Flow,DilFlow,CO2,PM_RH
yyyymmdd hhmmss,s,ppm,degC,Mm^-1,,degC,degC,ccm,ccm,ppm,%
20230605 11:17:57,399.0,-1.270395,18.051840000000002,2.9068,10461.0,19.20384,18.7,4.180000000000001,-15.960000000000003,885.0,55.0
20230605 11:17:59,401.0,-1.339065,18.051840000000002,2.7716,10537.0,19.20768,18.7,1.6720000000000002,-16.416,882.0,55.0
20230605 11:18:01,403.0,-1.339065,18.05952,2.9068,10463.0,19.20768,18.7,4.598000000000001,-15.048,885.0,55.0
20230605 11:18:03,405.0,-1.3734,18.05952,2.9068,10468.0,19.21152,18.7,2.0900000000000003,-15.960000000000003,882.0,55.0
20230605 11:18:05,407.0,-1.407735,18.05952,2.9743999999999997,10472.0,19.20384,18.7,4.180000000000001,-14.136000000000001,877.0,55.0
20230605 11:18:07,409.0,-1.3734,18.05952,3.1772000000000005,10473.0,19.21536,18.7,1.6720000000000002,-15.504,872.0,55.0
20230605 11:18:09,411.0,-1.23606,18.051840000000002,3.1096000000000004,10560.0,19.20768,18.7,4.180000000000001,-15.048,867.0,55.0
20230605 11:18:11,413.0,-1.339065,18.05568,2.9068,10647.0,19.21152,18.7,1.6720000000000002,-15.960000000000003,867.0,55.0
20230605 11:18:13,415.0,-1.407735,18.05952,2.9068,10465.0,19.20768,18.7,4.598000000000001,-15.960000000000003,860.0,55.0
20230605 11:18:15,417.0,-1.23606,18.0672,2.9068,10468.0,19.21152,18.7,1.6720000000000002,-16.416,855.0,55.0
20230605 11:18:17,419.0,-1.23606,18.05952,2.9068,10486.0,19.20768,18.7,4.180000000000001,-15.048,860.0,55.0
20230605 11:18:19,421.0,-1.3734,18.06336,2.8392,10467.0,19.21536,18.7,1.6720000000000002,-16.416,857.0,55.0
20230605 11:18:21,423.0,-1.30473,18.05952,2.8392,10454.0,19.22304,18.7,4.598000000000001,-15.504,867.0,55.0
20230605 11:18:23,425.0,-1.270395,18.05568,2.9068,10459.0,19.21152,18.7,1.6720000000000002,-16.416,864.0,55.0
20230605 11:18:25,427.0,-1.3734,18.0672,2.7716,10454.0,19.20768,18.7,4.598000000000001,-15.960000000000003,867.0,55.0
20230605 11:18:27,429.0,-1.339065,18.0672,2.9068,10487.0,19.2192,18.7,2.0900000000000003,-16.416,877.0,55.0
20230605 11:18:29,431.0,-1.23606,18.07488,2.7716,10475.0,19.21536,18.7,3.762,-15.048,880.0,55.0
20230605 11:18:31,433.0,-1.30473,18.07104,2.8392,10463.0,19.21536,18.7,1.6720000000000002,-16.416,872.0,55.0
20230605 11:18:33,435.0,-1.16739,18.06336,2.8392,10566.0,19.21536,18.7,4.180000000000001,-15.960000000000003,877.0,55.0
20230605 11:18:35,437.0,-1.30473,18.07104,2.8392,10667.0,19.22304,18.7,2.5080000000000005,-16.416,877.0,55.0
20230605 11:18:37,439.0,-1.270395,18.07104,2.7716,10467.0,19.2192,18.7,4.598000000000001,-15.504,877.0,55.0
20230605 11:18:39,441.0,-1.407735,18.07104,2.8392,10446.0,19.22304,18.7,1.6720000000000002,-16.416,877.0,55.0
20230605 11:18:41,443.0,-1.30473,18.07872,2.8392,10452.0,19.22304,18.7,4.598000000000001,-15.960000000000003,877.0,55.0
20230605 11:18:43,445.0,-1.270395,18.07104,2.7716,10473.0,19.2192,18.7,1.6720000000000002,-16.416,885.0,55.0
20230605 11:18:45,447.0,-1.3734,18.07488,2.7716,10559.0,19.2192,18.7,4.180000000000001,-15.504,895.0,55.0
20230605 11:18:47,449.0,-1.3734,18.07872,2.8392,10336.0,19.23072,18.7,1.6720000000000002,-16.416,903.0,55.0
20230605 11:18:49,451.0,-1.16739,18.07872,2.8392,10545.0,19.21536,18.7,4.180000000000001,-15.504,890.0,55.0
20230605 11:18:51,453.0,-1.407735,18.08256,3.1096000000000004,10544.0,19.23072,18.7,2.0900000000000003,-16.872,875.0,55.0
20230605 11:18:53,455.0,-1.51074,18.0864,2.8392,10462.0,19.22304,18.7,4.598000000000001,-15.960000000000003,885.0,55.0
20230605 11:18:55,457.0,-1.23606,18.07872,2.8392,10467.0,19.22304,18.7,1.2540000000000002,-16.416,880.0,55.0
20230605 11:18:57,459.0,-1.339065,18.09024,2.9743999999999997,10537.0,19.23072,18.7,4.180000000000001,-15.960000000000003,892.0,55.0
20230605 11:18:59,461.0,-1.44207,18.08256,2.9743999999999997,10645.0,19.23072,18.7,1.6720000000000002,-16.872,877.0,55.0
20230605 11:19:01,463.0,-1.30473,18.0864,2.8392,10458.0,19.22688,18.7,4.598000000000001,-15.960000000000003,875.0,55.0
20230605 11:19:03,465.0,-1.23606,18.08256,2.8392,10467.0,19.22688,18.7,2.0900000000000003,-15.960000000000003,875.0,55.0
20230605 11:19:05,467.0,-1.3734,18.09408,2.8392,10588.0,19.234560000000002,18.7,3.762,-15.504,880.0,55.0
20230605 11:19:07,469.0,-1.3734,18.09024,2.9068,10501.0,19.22688,18.7,1.6720000000000002,-15.960000000000003,880.0,55.0
20230605 11:19:09,471.0,-1.3734,18.09024,2.7716,10460.0,19.22688,18.7,4.598000000000001,-15.960000000000003,875.0,55.0
20230605 11:19:11,473.0,-1.201725,18.09408,2.7716,10464.0,19.22688,18.7,1.6720000000000002,-15.504,877.0,55.0
20230605 11:19:13,475.0,-1.30473,18.0864,2.9068,10434.0,19.23072,18.8,5.016000000000001,-16.416,872.0,55.0
20230605 11:19:15,477.0,-1.23606,18.09408,2.8392,10479.0,19.23072,18.8,1.2540000000000002,-16.872,877.0,55.0
20230605 11:19:17,479.0,-1.201725,18.09408,2.8392,10484.0,19.234560000000002,18.7,4.598000000000001,-15.960000000000003,880.0,55.0
20230605 11:19:19,481.0,-1.270395,18.09024,2.8392,10547.0,19.23072,18.8,1.2540000000000002,-16.872,880.0,55.0
20230605 11:19:21,483.0,-1.407735,18.097920000000002,2.8392,10551.0,19.23072,18.8,4.180000000000001,-15.504,880.0,55.0
20230605 11:19:23,485.0,-1.270395,18.097920000000002,2.9068,10456.0,19.234560000000002,18.8,1.6720000000000002,-16.872,880.0,55.0
20230605 11:19:25,487.0,-1.30473,18.097920000000002,3.1096000000000004,10469.0,19.234560000000002,18.7,4.180000000000001,-15.960000000000003,880.0,55.0
20230605 11:19:27,489.0,-1.30473,18.10176,2.9068,10476.0,19.234560000000002,18.8,1.6720000000000002,-15.960000000000003,877.0,55.0
20230605 11:19:29,491.0,-1.23606,18.09408,2.8392,10443.0,19.22688,18.7,4.598000000000001,-15.960000000000003,877.0,55.0
20230605 11:19:31,493.0,-1.23606,18.10176,2.8392,10566.0,19.22688,18.8,2.0900000000000003,-17.328,872.0,55.0
20230605 11:19:33,495.0,-1.270395,18.10176,3.0420000000000003,10463.0,19.234560000000002,18.7,4.180000000000001,-16.416,875.0,55.0
20230605 11:19:35,497.0,-1.407735,18.10176,2.9068,10452.0,19.23072,18.8,1.2540000000000002,-18.24,872.0,55.0
20230605 11:19:37,499.0,-1.270395,18.1056,2.9743999999999997,10530.0,19.238400000000002,18.8,4.180000000000001,-15.504,862.0,55.0
20230605 11:19:39,501.0,-1.3734,18.097920000000002,2.9068,10446.0,19.23072,18.8,1.6720000000000002,-15.960000000000003,875.0,55.0
20230605 11:19:41,503.0,-1.339065,18.10944,2.9068,10484.0,19.238400000000002,18.8,4.180000000000001,-16.872,882.0,55.0
20230605 11:19:43,505.0,-1.270395,18.1056,2.7716,10576.0,19.238400000000002,18.8,2.0900000000000003,-15.504,877.0,55.0
20230605 11:19:45,507.0,-1.30473,18.11328,2.9743999999999997,10560.0,19.234560000000002,18.8,4.598000000000001,-15.960000000000003,864.0,55.0
20230605 11:19:47,509.0,-1.3734,18.10944,2.9068,10459.0,19.234560000000002,18.8,1.6720000000000002,-16.416,869.0,55.0
20230605 11:19:49,511.0,-1.3734,18.1056,2.8392,10588.0,19.24224,18.8,4.180000000000001,-15.960000000000003,877.0,55.0
20230605 11:19:51,513.0,-1.201725,18.10944,2.9068,10473.0,19.234560000000002,18.8,2.5080000000000005,-17.328,877.0,55.0
20230605 11:19:53,515.0,-1.23606,18.11712,2.9068,10452.0,19.238400000000002,18.8,4.180000000000001,-15.960000000000003,880.0,55.0
20230605 11:19:55,517.0,-1.30473,18.11328,2.9068,10456.0,19.24608,18.8,1.2540000000000002,-16.416,875.0,55.0
20230605 11:19:57,519.0,-1.23606,18.10944,3.0420000000000003,10478.0,19.238400000000002,18.8,3.762,-16.416,877.0,55.0
20230605 11:19:59,521.0,-1.3734,18.10944,2.9068,10446.0,19.24224,18.8,2.0900000000000003,-16.872,875.0,55.0
20230605 11:20:01,523.0,-1.51074,18.11328,2.9068,10482.0,19.24608,18.8,4.180000000000001,-16.416,867.0,55.0
20230605 11:20:03,525.0,-1.23606,18.11712,3.1096000000000004,10647.0,19.24992,18.8,2.0900000000000003,-16.872,862.0,55.0
20230605 11:20:05,527.0,-1.3734,18.11712,2.9068,10563.0,19.238400000000002,18.8,4.180000000000001,-15.504,867.0,55.0
20230605 11:20:07,529.0,-1.30473,18.12864,2.9743999999999997,10459.0,19.24608,18.8,1.2540000000000002,-16.872,872.0,55.0
20230605 11:20:09,531.0,-1.23606,18.12096,2.9068,10466.0,19.24608,18.8,4.598000000000001,-15.960000000000003,867.0,55.0
20230605 11:20:11,533.0,-1.339065,18.12096,2.9068,10568.0,19.24608,18.8,1.6720000000000002,-16.872,872.0,55.0
20230605 11:20:13,535.0,-1.23606,18.1248,2.9068,10458.0,19.24608,18.8,4.180000000000001,-16.872,875.0,55.0
20230605 11:20:15,537.0,-1.30473,18.1248,2.9068,10543.0,19.24992,18.8,1.6720000000000002,-15.960000000000003,880.0,55.0
20230605 11:20:17,539.0,-1.30473,18.12864,2.9743999999999997,10571.0,19.24608,18.8,4.598000000000001,-16.416,885.0,55.0
20230605 11:20:19,541.0,-1.30473,18.1248,2.9743999999999997,10458.0,19.24992,18.8,2.0900000000000003,-16.872,885.0,55.0
20230605 11:20:21,543.0,-1.3734,18.1248,2.9743999999999997,10480.0,19.24608,18.8,4.598000000000001,-16.872,885.0,55.0
20230605 11:20:23,545.0,-1.23606,18.12864,3.3124000000000002,10530.0,19.24608,18.8,1.6720000000000002,-16.872,883.0,55.0
20230605 11:20:25,547.0,-1.339065,18.1248,2.9743999999999997,10448.0,19.24608,18.8,4.180000000000001,-16.872,890.0,55.0
20230605 11:20:27,549.0,-1.201725,18.1248,2.9068,10453.0,19.24608,18.8,1.2540000000000002,-15.504,896.0,55.0
20230605 11:20:29,551.0,-1.133055,18.13248,2.9743999999999997,10571.0,19.25376,18.8,3.762,-15.048,893.0,55.0
20230605 11:20:31,553.0,-1.545075,18.13248,2.9068,10436.0,19.24224,18.8,1.6720000000000002,-17.328,885.0,55.0
20230605 11:20:33,555.0,-1.30473,18.13248,2.9743999999999997,10618.0,19.2576,18.8,4.598000000000001,-15.504,888.0,55.0
20230605 11:20:35,557.0,-1.270395,18.13632,3.0420000000000003,10557.0,19.24992,18.8,1.2540000000000002,-16.872,883.0,55.0
20230605 11:20:37,559.0,-1.339065,18.144000000000002,2.9743999999999997,10407.0,19.2576,18.8,4.180000000000001,-16.416,885.0,55.0
20230605 11:20:39,561.0,-1.476405,18.13248,2.9068,10440.0,19.25376,18.8,1.6720000000000002,-15.960000000000003,872.0,55.0
20230605 11:20:41,563.0,-1.270395,18.13632,2.9068,10440.0,19.24992,18.8,4.598000000000001,-15.960000000000003,875.0,55.0
20230605 11:20:43,565.0,-1.44207,18.14016,2.8392,10477.0,19.24608,18.8,2.5080000000000005,-16.416,878.0,55.0
20230605 11:20:45,567.0,-1.407735,18.144000000000002,2.9068,10583.0,19.2576,18.8,4.180000000000001,-15.960000000000003,883.0,55.0
20230605 11:20:47,569.0,-1.407735,18.144000000000002,3.0420000000000003,10456.0,19.25376,18.8,1.6720000000000002,-15.960000000000003,875.0,55.0
20230605 11:20:49,571.0,-1.16739,18.13632,2.9068,10465.0,19.26144,18.8,4.598000000000001,-15.960000000000003,872.0,55.0
20230605 11:20:51,573.0,-1.3734,18.14016,2.9068,10442.0,19.24992,18.8,2.0900000000000003,-17.328,878.0,55.0
20230605 11:20:53,575.0,-1.16739,18.144000000000002,2.9068,10442.0,19.25376,18.8,4.180000000000001,-16.872,880.0,55.0
20230605 11:20:55,577.0,-1.339065,18.14016,2.9068,10562.0,19.2576,18.8,1.6720000000000002,-16.416,880.0,55.0
20230605 11:20:57,579.0,-1.339065,18.144000000000002,2.8392,10474.0,19.24608,18.8,4.180000000000001,-15.504,878.0,55.0
20230605 11:20:59,581.0,-1.30473,18.144000000000002,2.8392,10455.0,19.26144,18.8,2.0900000000000003,-15.960000000000003,872.0,55.0
20230605 11:21:01,583.0,-1.09872,18.147840000000002,2.9743999999999997,10581.0,19.26144,18.8,4.598000000000001,-16.416,883.0,55.0
20230605 11:21:03,585.0,-1.339065,18.15168,3.2448,10469.0,19.2576,18.8,1.6720000000000002,-16.872,880.0,55.0
20230605 11:21:05,587.0,-1.44207,18.15168,2.9068,10463.0,19.26528,18.8,3.762,-15.504,880.0,55.0
20230605 11:21:07,589.0,-1.270395,18.15168,2.7716,10461.0,19.24992,18.900000000000002,1.6720000000000002,-17.328,878.0,55.0
20230605 11:21:09,591.0,-1.339065,18.15552,2.9068,10487.0,19.2576,18.8,4.180000000000001,-15.504,883.0,55.0
20230605 11:21:11,593.0,-1.3734,18.15936,2.7716,10469.0,19.2576,18.8,1.2540000000000002,-15.960000000000003,885.0,55.0
20230605 11:21:13,595.0,-1.30473,18.1632,2.8392,10436.0,19.26528,18.8,3.762,-15.960000000000003,883.0,55.0
20230605 11:21:15,597.0,-1.407735,18.15936,2.9068,10467.0,19.26144,18.8,1.6720000000000002,-16.872,888.0,55.0
20230605 11:21:17,599.0,-1.407735,18.15168,2.7716,10486.0,19.26144,18.8,4.180000000000001,-16.416,885.0,55.0
20230605 11:21:19,601.0,-1.3734,18.15552,2.8392,10469.0,19.2576,18.8,1.6720000000000002,-16.872,890.0,55.0
20230605 11:21:21,603.0,-1.16739,18.15936,2.8392,10550.0,19.26528,18.8,3.762,-16.872,890.0,55.0
20230605 11:21:23,605.0,-1.3734,18.16704,2.704,10481.0,19.2768,18.8,1.2540000000000002,-17.328,896.0,55.0
20230605 11:21:25,607.0,-1.09872,18.1632,2.704,10464.0,19.2576,18.8,4.180000000000001,-15.504,901.0,55.0
20230605 11:21:27,609.0,-1.270395,18.15936,2.7716,10480.0,19.26912,18.8,1.6720000000000002,-17.328,899.0,55.0
20230605 11:21:29,611.0,-1.23606,18.15552,2.704,10535.0,19.26528,18.8,3.762,-16.416,883.0,55.0
20230605 11:21:31,613.0,-1.3734,18.17088,2.7716,10450.0,19.26144,18.8,1.6720000000000002,-17.784000000000002,888.0,55.0
20230605 11:21:33,615.0,-1.339065,18.16704,2.6364,10553.0,19.26528,18.8,4.180000000000001,-15.960000000000003,890.0,55.0
20230605 11:21:35,617.0,-1.339065,18.16704,2.8392,10460.0,19.2576,18.8,1.6720000000000002,-16.416,885.0,55.0
20230605 11:21:37,619.0,-1.23606,18.16704,2.704,10446.0,19.26144,18.8,3.762,-16.416,885.0,55.0
20230605 11:21:39,621.0,-1.23606,18.17088,2.9068,10455.0,19.27296,18.8,2.0900000000000003,-16.416,890.0,55.0
20230605 11:21:41,623.0,-1.270395,18.17472,2.704,10448.0,19.26912,18.8,3.762,-16.872,890.0,55.0
20230605 11:21:43,625.0,-1.30473,18.17088,3.2448,10475.0,19.26912,18.8,1.6720000000000002,-16.872,896.0,55.0
20230605 11:21:45,627.0,-1.133055,18.16704,2.704,10454.0,19.26528,18.900000000000002,4.598000000000001,-17.328,896.0,55.0
20230605 11:21:47,629.0,-1.270395,18.17088,2.9068,10483.0,19.26912,18.900000000000002,2.0900000000000003,-17.328,899.0,55.0
20230605 11:21:49,631.0,-1.339065,18.17856,2.7716,10456.0,19.27296,18.900000000000002,5.016000000000001,-16.416,899.0,55.0
20230605 11:21:51,633.0,-1.270395,18.17088,2.7716,10436.0,19.27296,18.900000000000002,1.6720000000000002,-17.328,899.0,55.0
20230605 11:21:53,635.0,-1.30473,18.17088,2.7716,10464.0,19.26912,18.900000000000002,4.598000000000001,-15.504,893.0,55.0
20230605 11:21:55,637.0,-1.407735,18.16704,2.7716,10462.0,19.26528,18.900000000000002,2.0900000000000003,-16.872,896.0,55.0
20230605 11:21:57,639.0,-1.44207,18.17856,2.7716,10464.0,19.27296,18.900000000000002,4.598000000000001,-16.872,893.0,55.0
20230605 11:21:59,641.0,-1.270395,18.17472,2.7716,10464.0,19.26912,18.900000000000002,1.6720000000000002,-17.328,888.0,55.0
20230605 11:22:01,643.0,-1.30473,18.17472,2.704,10479.0,19.2768,18.900000000000002,4.180000000000001,-16.416,899.0,55.0
20230605 11:22:03,645.0,-1.270395,18.17856,2.704,10540.0,19.28832,18.900000000000002,1.2540000000000002,-16.872,893.0,55.0
20230605 11:22:05,647.0,-1.16739,18.18624,2.704,10474.0,19.280640000000002,18.900000000000002,4.180000000000001,-15.960000000000003,885.0,55.0
20230605 11:22:07,649.0,-1.30473,18.17856,2.704,10558.0,19.2768,18.900000000000002,1.6720000000000002,-17.784000000000002,883.0,55.0
20230605 11:22:09,651.0,-1.270395,18.17472,2.6364,10488.0,19.2768,18.900000000000002,3.762,-16.872,880.0,55.0
20230605 11:22:11,653.0,-1.201725,18.1824,2.9068,10454.0,19.280640000000002,18.900000000000002,1.6720000000000002,-17.328,883.0,55.0
20230605 11:22:13,655.0,-1.339065,18.1824,2.7716,10445.0,19.2768,18.900000000000002,4.180000000000001,-16.872,899.0,55.0
20230605 11:22:15,657.0,-1.44207,18.18624,2.6364,10444.0,19.2768,18.900000000000002,1.6720000000000002,-17.784000000000002,896.0,55.0
20230605 11:22:17,659.0,-1.23606,18.1824,2.7716,10461.0,19.280640000000002,18.900000000000002,4.180000000000001,-16.872,899.0,55.0
20230605 11:22:19,661.0,-1.30473,18.18624,2.7716,10478.0,19.280640000000002,18.900000000000002,1.6720000000000002,-17.328,899.0,55.0
20230605 11:22:21,663.0,-1.16739,18.17856,2.8392,10570.0,19.2768,18.900000000000002,3.762,-16.416,893.0,55.0
20230605 11:22:23,665.0,-1.23606,18.18624,2.9068,10456.0,19.2768,18.900000000000002,1.6720000000000002,-17.328,883.0,55.0
20230605 11:22:25,667.0,-1.339065,18.190080000000002,2.8392,10464.0,19.280640000000002,18.900000000000002,3.762,-16.416,899.0,55.0
20230605 11:22:27,669.0,-1.30473,18.193920000000002,2.7716,10486.0,19.280640000000002,18.900000000000002,2.0900000000000003,-17.328,909.0,55.0
20230605 11:22:29,671.0,-1.3734,18.19776,2.9068,10522.0,19.2768,18.900000000000002,4.598000000000001,-15.960000000000003,914.0,55.0
20230605 11:22:31,673.0,-1.407735,18.19776,2.704,10303.0,19.2768,18.900000000000002,2.0900000000000003,-16.872,901.0,55.0
20230605 11:22:33,675.0,-1.201725,18.190080000000002,2.704,10595.0,19.28832,18.900000000000002,4.598000000000001,-17.328,893.0,55.0
20230605 11:22:35,677.0,-1.201725,18.190080000000002,2.7716,10443.0,19.284480000000002,18.900000000000002,2.5080000000000005,-16.872,888.0,55.0
20230605 11:22:37,679.0,-1.23606,18.193920000000002,2.704,10331.0,19.28832,18.900000000000002,3.762,-17.328,885.0,55.0
20230605 11:22:39,681.0,-1.270395,18.193920000000002,2.704,10478.0,19.28832,18.900000000000002,1.6720000000000002,-16.872,888.0,55.0
20230605 11:22:41,683.0,-1.44207,18.19776,2.7716,10524.0,19.28832,18.900000000000002,4.180000000000001,-16.416,885.0,55.0
20230605 11:22:43,685.0,-1.30473,18.19776,2.6364,10440.0,19.284480000000002,18.900000000000002,1.6720000000000002,-16.416,878.0,55.0
20230605 11:22:45,687.0,-1.23606,18.2016,2.704,10566.0,19.28832,18.900000000000002,4.180000000000001,-17.328,872.0,55.0
20230605 11:22:47,689.0,-1.30473,18.2016,2.704,10304.0,19.2768,18.900000000000002,1.2540000000000002,-16.872,865.0,55.0
20230605 11:22:49,691.0,-1.44207,18.2016,2.8392,10456.0,19.28832,18.900000000000002,3.762,-16.872,867.0,55.0
20230605 11:22:51,693.0,-1.407735,18.2016,2.704,10574.0,19.280640000000002,18.900000000000002,2.0900000000000003,-17.784000000000002,875.0,55.0
20230605 11:22:53,695.0,-1.30473,18.20544,2.704,10457.0,19.28832,18.900000000000002,5.016000000000001,-17.784000000000002,880.0,55.0
20230605 11:22:55,697.0,-1.407735,18.20544,2.6364,10465.0,19.284480000000002,18.900000000000002,2.0900000000000003,-16.872,875.0,55.0
20230605 11:22:57,699.0,-1.407735,18.2016,2.704,10452.0,19.284480000000002,18.900000000000002,3.762,-17.328,869.0,55.0
20230605 11:22:59,701.0,-1.3734,18.20544,2.704,10462.0,19.284480000000002,18.900000000000002,1.6720000000000002,-18.24,878.0,55.0
20230605 11:23:01,703.0,-1.30473,18.20928,2.8392,10467.0,19.280640000000002,18.900000000000002,4.180000000000001,-17.328,880.0,55.0
20230605 11:23:03,705.0,-1.339065,18.20544,2.7716,10567.0,19.296,18.900000000000002,2.0900000000000003,-16.872,878.0,55.0
20230605 11:23:05,707.0,-1.3734,18.21312,2.9743999999999997,10463.0,19.28832,18.900000000000002,3.3440000000000003,-16.416,885.0,55.0
20230605 11:23:07,709.0,-1.30473,18.20928,2.7716,10473.0,19.284480000000002,18.900000000000002,2.0900000000000003,-19.152,893.0,55.0
20230605 11:23:09,711.0,-1.339065,18.21696,2.6364,10451.0,19.284480000000002,18.900000000000002,4.598000000000001,-17.328,883.0,55.0
20230605 11:23:11,713.0,-1.51074,18.21696,2.7716,10454.0,19.296,18.900000000000002,1.2540000000000002,-17.328,883.0,55.0
20230605 11:23:13,715.0,-1.270395,18.20928,2.704,10452.0,19.29216,18.900000000000002,4.180000000000001,-17.328,890.0,55.0
20230605 11:23:15,717.0,-1.30473,18.21312,2.8392,10553.0,19.296,18.900000000000002,1.6720000000000002,-17.328,880.0,55.0
20230605 11:23:17,719.0,-1.407735,18.2208,2.704,10230.0,19.28832,18.900000000000002,4.180000000000001,-16.416,875.0,55.0
20230605 11:23:19,721.0,-1.3734,18.21696,2.704,10453.0,19.296,18.900000000000002,1.2540000000000002,-17.328,875.0,55.0
20230605 11:23:21,723.0,-1.30473,18.2208,2.7716,10564.0,19.28832,18.900000000000002,3.762,-17.328,875.0,55.0
20230605 11:23:23,725.0,-1.23606,18.21312,2.8392,10467.0,19.29216,18.900000000000002,1.6720000000000002,-17.784000000000002,872.0,55.0
20230605 11:23:25,727.0,-1.407735,18.22464,2.704,10443.0,19.29216,18.900000000000002,4.598000000000001,-16.872,867.0,55.0
20230605 11:23:27,729.0,-1.44207,18.2208,2.704,10456.0,19.296,18.900000000000002,2.0900000000000003,-16.416,862.0,55.0
20230605 11:23:29,731.0,-1.270395,18.21696,2.704,10536.0,19.29216,18.900000000000002,4.598000000000001,-16.872,865.0,55.0
20230605 11:23:31,733.0,-1.201725,18.23232,2.7716,10480.0,19.29216,18.900000000000002,1.2540000000000002,-17.784000000000002,860.0,55.0
20230605 11:23:33,735.0,-1.270395,18.21696,2.6364,10480.0,19.28832,18.900000000000002,3.3440000000000003,-17.328,858.0,55.0
20230605 11:23:35,737.0,-1.339065,18.23232,2.8392,10445.0,19.29216,18.900000000000002,1.2540000000000002,-17.784000000000002,869.0,55.0
20230605 11:23:37,739.0,-1.44207,18.22848,2.7716,10470.0,19.30368,18.900000000000002,3.762,-15.960000000000003,872.0,55.0
