time,seconds,CO,ChipTemp,PM,Flow,FlueTemp,TC,F1Flow,DilFlow,CO2,PM_RH
yyyymmdd hhmmss,s,ppm,degC,Mm^-1,,degC,degC,ccm,ccm,ppm,%
20230605 12:10:11,3533.0,261.01466999999997,20.20224,89.0292,15118.0,20.755200000000002,339.70000000000005,2770.0860000000002,2688.5760000000005,8246.0,53.0
20230605 12:10:13,3535.0,258.26786999999996,20.2176,76.5908,14935.0,20.751360000000002,339.40000000000003,2771.34,2647.0800000000004,8246.0,53.0
20230605 12:10:15,3537.0,254.83436999999998,20.20608,79.3624,15031.0,20.7744,339.20000000000005,2762.98,2713.6560000000004,8237.0,53.0
20230605 12:10:17,3539.0,251.02318499999998,20.22144,87.20400000000001,15267.0,20.751360000000002,339.1,2769.668,2698.608,8186.0,53.0
20230605 12:10:19,3541.0,247.177665,20.22528,90.246,15244.0,20.76672,339.0,2767.5780000000004,2667.144,8197.0,53.0
20230605 12:10:21,3543.0,243.16046999999998,20.22144,102.3464,14939.0,20.7744,338.8,2774.2660000000005,2711.8320000000003,8186.0,53.0
20230605 12:10:23,3545.0,239.31494999999998,20.21376,114.6496,14929.0,20.77824,338.70000000000005,2772.176,2732.8080000000004,8206.0,53.0
20230605 12:10:25,3547.0,235.67543999999998,20.20992,108.02480000000001,15022.0,20.78208,338.8,2773.012,2718.216,8157.0,53.0
20230605 12:10:27,3549.0,232.44795,20.22528,102.4816,14953.0,20.77824,338.70000000000005,2779.7000000000003,2703.168,8207.0,53.0
20230605 12:10:29,3551.0,229.598145,20.22528,87.20400000000001,14940.0,20.78976,338.5,2771.7580000000003,2686.7520000000004,8178.0,52.0
20230605 12:10:31,3553.0,227.2977,20.2368,90.04320000000001,15110.0,20.78976,338.6,2768.4139999999998,2691.312,8077.0,52.0
20230605 12:10:33,3555.0,225.10026,20.2368,89.6376,14696.0,20.805120000000002,338.70000000000005,2771.7580000000003,2720.952,8057.0,52.0
20230605 12:10:35,3557.0,223.34917499999997,20.2368,88.1504,15034.0,20.80896,338.5,2774.2660000000005,2707.7280000000005,8007.0,52.0
20230605 12:10:37,3559.0,221.66675999999998,20.24448,81.8636,15107.0,20.805120000000002,338.5,2776.774,2675.3520000000003,7968.0,52.0
20230605 12:10:39,3561.0,219.915675,20.256,92.07119999999999,15008.0,20.81664,338.5,2767.996,2717.304,7910.0,52.0
20230605 12:10:41,3563.0,217.99291499999998,20.25216,93.28800000000001,14927.0,20.82048,338.6,2772.594,2731.44,7814.0,52.0
20230605 12:10:43,3565.0,215.55513,20.25984,108.36280000000001,14939.0,20.82432,338.6,2769.25,2705.9040000000005,7775.0,52.0
20230605 12:10:45,3567.0,213.52936499999998,20.25984,103.63080000000001,15100.0,20.83968,338.5,2770.0860000000002,2703.168,7746.0,52.0
20230605 12:10:47,3569.0,211.02291,20.26368,113.23,15024.0,20.832,338.5,2767.16,2663.496,7756.0,52.0
20230605 12:10:49,3571.0,209.20315499999998,20.279040000000002,102.3464,15018.0,20.85888,338.40000000000003,2775.102,2722.7760000000003,7708.0,52.0
20230605 12:10:51,3573.0,207.17738999999997,20.2752,112.08080000000001,14585.0,20.847360000000002,338.5,2770.922,2714.112,7708.0,52.0
20230605 12:10:53,3575.0,205.76965499999997,20.279040000000002,104.64480000000002,14926.0,20.85888,338.6,2773.848,2689.032,7662.0,52.0
20230605 12:10:55,3577.0,204.49926,20.29056,96.53280000000001,15113.0,20.8704,338.5,2772.594,2692.6800000000003,7587.0,52.0
20230605 12:10:57,3579.0,203.22886499999998,20.2752,102.2112,14719.0,20.85888,338.5,2774.684,2664.4080000000004,7605.0,52.0
20230605 12:10:59,3581.0,201.40911,20.2944,93.5584,14631.0,20.87424,338.5,2772.176,2688.5760000000005,7559.0,52.0
20230605 12:11:01,3583.0,199.82969999999997,20.29056,88.4208,14931.0,20.88192,338.6,2775.938,2702.712,7484.0,52.0
20230605 12:11:03,3585.0,198.11294999999998,20.30208,92.1388,15010.0,20.87424,338.6,2777.61,2670.792,7456.0,52.0
20230605 12:11:05,3587.0,196.15585499999997,20.2944,94.302,15023.0,20.897280000000002,338.6,2781.3720000000003,2642.064,7428.0,52.0
20230605 12:11:07,3589.0,194.301765,20.30976,97.14120000000001,14944.0,20.8896,338.6,2778.4460000000004,2627.9280000000003,7419.0,52.0
20230605 12:11:09,3591.0,192.06999,20.30976,107.9572,15109.0,20.88576,338.70000000000005,2785.134,2627.472,7419.0,52.0
20230605 12:11:11,3593.0,190.07855999999998,20.30592,130.6032,15254.0,20.88576,338.70000000000005,2782.208,2682.192,7373.0,52.0
20230605 12:11:13,3595.0,188.60215499999998,20.3136,113.7032,15017.0,20.9088,338.90000000000003,2780.536,2604.216,7310.0,52.0
20230605 12:11:15,3597.0,187.88111999999998,20.325120000000002,122.0856,14956.0,20.91648,339.20000000000005,2778.028,2684.4719999999998,7319.0,52.0
20230605 12:11:17,3599.0,188.01845999999998,20.3136,126.81760000000001,14935.0,20.91264,339.3,2777.1920000000005,2610.6000000000004,7319.0,52.0
20230605 12:11:19,3601.0,188.22447,20.328960000000002,128.1696,15141.0,20.92032,339.3,2777.1920000000005,2658.48,7256.0,52.0
20230605 12:11:21,3603.0,189.151515,20.32128,105.72640000000001,15024.0,20.90112,339.3,2780.536,2647.992,7266.0,52.0
20230605 12:11:23,3605.0,190.21589999999998,20.3328,89.4348,15025.0,20.9088,339.3,2778.4460000000004,2644.8,7292.0,52.0
20230605 12:11:25,3607.0,191.280285,20.34048,110.7964,15015.0,20.92416,339.5,2778.864,2617.44,7329.0,52.0
20230605 12:11:27,3609.0,192.20732999999998,20.34048,105.5912,15147.0,20.947200000000002,339.70000000000005,2776.356,2645.2560000000003,7338.0,52.0
20230605 12:11:29,3611.0,192.24166499999998,20.34816,128.44,14951.0,20.93184,339.70000000000005,2777.1920000000005,2624.28,7329.0,52.0
20230605 12:11:31,3613.0,191.55496499999998,20.34816,119.1112,14944.0,20.93952,339.8,2770.5040000000004,2647.0800000000004,7301.0,52.0
20230605 12:11:33,3615.0,191.074275,20.34816,118.30000000000001,15037.0,20.96256,339.8,2772.594,2619.264,7356.0,52.0
20230605 12:11:35,3617.0,190.93693499999998,20.352,117.962,14945.0,20.95104,339.90000000000003,2770.5040000000004,2658.936,7401.0,52.0
20230605 12:11:37,3619.0,190.90259999999998,20.35584,113.1624,14934.0,20.96256,340.0,2771.34,2667.144,7430.0,52.0
20230605 12:11:39,3621.0,191.211615,20.35968,131.2116,14939.0,20.95104,340.1,2768.8320000000003,2620.632,7467.0,52.0
20230605 12:11:41,3623.0,191.24595,20.36352,132.9016,14947.0,20.96256,340.40000000000003,2782.626,2638.8720000000003,7504.0,52.0
20230605 12:11:43,3625.0,191.58929999999998,20.375040000000002,119.7872,15039.0,20.9664,340.8,2783.462,2656.6560000000004,7561.0,52.0
20230605 12:11:45,3627.0,191.829645,20.375040000000002,117.0156,14931.0,20.98176,340.90000000000003,2773.4300000000003,2668.968,7551.0,52.0
20230605 12:11:47,3629.0,192.172995,20.3904,115.32560000000001,15032.0,20.9664,341.0,2779.7000000000003,2665.32,7570.0,52.0
20230605 12:11:49,3631.0,192.82536,20.3904,101.67040000000001,15379.0,20.9856,341.20000000000005,2774.684,2671.2480000000005,7617.0,52.0
20230605 12:11:51,3633.0,193.546395,20.38656,93.8288,15045.0,20.98176,341.40000000000003,2772.594,2669.88,7636.0,52.0
20230605 12:11:53,3635.0,194.40476999999998,20.39808,93.6936,15026.0,20.989440000000002,341.5,2771.7580000000003,2617.896,7702.0,52.0
20230605 12:11:55,3637.0,194.43910499999998,20.40576,98.02,15009.0,20.99712,341.8,2773.012,2642.064,7692.0,52.0
20230605 12:11:57,3639.0,193.82107499999998,20.39424,101.94080000000001,15010.0,21.00096,341.90000000000003,2777.1920000000005,2658.48,7654.0,52.0
20230605 12:11:59,3641.0,192.41333999999998,20.39808,99.9128,15105.0,20.993280000000002,341.8,2779.282,2678.544,7683.0,52.0
20230605 12:12:01,3643.0,190.387575,20.40576,100.5888,14947.0,20.993280000000002,341.6,2778.4460000000004,2666.232,7711.0,52.0
20230605 12:12:03,3645.0,188.464815,20.40192,84.63520000000001,14717.0,21.01632,341.5,2776.774,2731.896,7722.0,52.0
20230605 12:12:05,3647.0,186.57638999999998,20.40192,102.6844,14751.0,21.01632,341.6,2778.864,2661.6720000000005,7731.0,52.0
20230605 12:12:07,3649.0,184.687965,20.421120000000002,95.992,15123.0,21.02784,341.8,2774.684,2676.264,7741.0,52.0
20230605 12:12:09,3651.0,182.59353,20.421120000000002,111.202,15152.0,21.024,342.0,2775.938,2725.512,7674.0,52.0
20230605 12:12:11,3653.0,180.56776499999998,20.421120000000002,116.88040000000001,15125.0,21.01632,342.0,2768.8320000000003,2708.184,7693.0,52.0
20230605 12:12:13,3655.0,178.713675,20.421120000000002,102.6844,15047.0,21.01632,342.1,2772.176,2653.0080000000003,7712.0,52.0
20230605 12:12:15,3657.0,177.64928999999998,20.43648,104.0364,14706.0,21.02016,342.0,2769.668,2674.44,7703.0,52.0
20230605 12:12:17,3659.0,177.51194999999998,20.43648,95.58640000000001,15012.0,21.039360000000002,342.0,2771.34,2695.872,7665.0,52.0
20230605 12:12:19,3661.0,177.58061999999998,20.44032,88.2856,15124.0,21.05088,342.40000000000003,2769.25,2698.608,7665.0,52.0
20230605 12:12:21,3663.0,177.477615,20.44032,109.6472,15272.0,21.0432,342.70000000000005,2770.5040000000004,2679.9120000000003,7646.0,52.0
20230605 12:12:23,3665.0,177.06559499999997,20.448,129.5892,15111.0,21.05472,342.8,2777.1920000000005,2656.2000000000003,7646.0,52.0
20230605 12:12:25,3667.0,176.27588999999998,20.45568,109.9852,15021.0,21.05472,342.90000000000003,2772.176,2700.888,7609.0,52.0
20230605 12:12:27,3669.0,175.41751499999998,20.45952,96.0596,15115.0,21.06624,343.20000000000005,2767.996,2643.888,7581.0,52.0
20230605 12:12:29,3671.0,175.38317999999998,20.45184,82.472,15252.0,21.05472,343.20000000000005,2773.4300000000003,2684.016,7563.0,51.0
20230605 12:12:31,3673.0,175.692195,20.46336,68.0732,15113.0,21.07008,343.20000000000005,2773.012,2681.28,7535.0,51.0
20230605 12:12:33,3675.0,176.20721999999998,20.46336,65.3016,14712.0,21.05472,343.3,2774.684,2646.6240000000003,7516.0,51.0
20230605 12:12:35,3677.0,176.13854999999998,20.467200000000002,63.0708,15034.0,21.07008,343.1,2770.5040000000004,2610.1440000000002,7506.0,51.0
20230605 12:12:37,3679.0,175.211505,20.47488,67.66760000000001,14953.0,21.06624,343.0,2771.7580000000003,2622.9120000000003,7479.0,51.0
20230605 12:12:39,3681.0,173.87243999999998,20.47488,76.6584,15013.0,21.07392,343.1,2765.07,2624.736,7452.0,51.0
20230605 12:12:41,3683.0,172.53337499999998,20.4864,95.31600000000002,14915.0,21.085440000000002,343.40000000000003,2770.0860000000002,2635.224,7471.0,51.0
20230605 12:12:43,3685.0,170.02692,20.49408,99.98040000000002,15262.0,21.09312,343.6,2773.4300000000003,2671.2480000000005,7471.0,51.0
20230605 12:12:45,3687.0,167.863815,20.48256,104.64480000000002,14931.0,21.09312,343.70000000000005,2772.594,2681.7360000000003,7498.0,52.0
20230605 12:12:47,3689.0,165.90671999999998,20.49024,105.118,14930.0,21.09696,343.70000000000005,2769.25,2640.2400000000002,7498.0,52.0
20230605 12:12:49,3691.0,164.773665,20.50176,105.18560000000001,15264.0,21.09312,343.70000000000005,2775.102,2651.64,7507.0,52.0
20230605 12:12:51,3693.0,164.39597999999998,20.50176,100.11560000000001,15112.0,21.10464,343.8,2772.176,2657.112,7507.0,52.0
20230605 12:12:53,3695.0,164.29297499999998,20.49408,97.8848,15105.0,21.1008,343.8,2776.356,2694.96,7498.0,52.0
20230605 12:12:55,3697.0,164.704995,20.50176,102.8872,15013.0,21.10464,343.8,2774.2660000000005,2653.0080000000003,7489.0,52.0
20230605 12:12:57,3699.0,165.323025,20.5056,102.1436,14706.0,21.1008,343.8,2778.4460000000004,2616.5280000000002,7507.0,52.0
20230605 12:12:59,3701.0,165.87238499999998,20.51328,91.6656,15106.0,21.11616,344.0,2769.25,2644.8,7498.0,52.0
20230605 12:13:01,3703.0,166.49041499999998,20.50944,91.598,14680.0,21.10464,344.20000000000005,2778.028,2685.84,7536.0,52.0
20230605 12:13:03,3705.0,167.07411,20.52864,84.2296,15021.0,21.11232,344.3,2774.2660000000005,2619.264,7583.0,52.0
20230605 12:13:05,3707.0,167.28011999999998,20.53632,80.3764,15022.0,21.11616,344.3,2778.028,2625.648,7583.0,52.0
20230605 12:13:07,3709.0,167.21144999999999,20.544,93.76120000000002,14918.0,21.11616,344.40000000000003,2772.176,2648.904,7592.0,52.0
20230605 12:13:09,3711.0,166.69642499999998,20.52096,85.85199999999999,15257.0,21.131520000000002,344.6,2774.684,2632.944,7583.0,52.0
20230605 12:13:11,3713.0,165.94105499999998,20.5248,95.31600000000002,15128.0,21.131520000000002,344.70000000000005,2773.848,2620.632,7592.0,52.0
20230605 12:13:13,3715.0,164.911005,20.54016,117.4212,15008.0,21.1392,344.90000000000003,2773.848,2640.6960000000004,7621.0,52.0
20230605 12:13:15,3717.0,163.50327,20.54784,116.0016,15019.0,21.15072,345.0,2771.7580000000003,2695.872,7649.0,52.0
20230605 12:13:17,3719.0,162.576225,20.55168,96.4652,15039.0,21.1584,345.1,2776.774,2614.704,7630.0,52.0
20230605 12:13:19,3721.0,162.40455,20.54784,106.9432,15090.0,21.14688,345.20000000000005,2773.012,2673.9840000000004,7640.0,52.0
20230605 12:13:21,3723.0,162.644895,20.55168,125.39800000000001,15114.0,21.1584,345.20000000000005,2772.594,2685.84,7659.0,52.0
20230605 12:13:23,3725.0,162.91957499999998,20.563200000000002,108.7008,15251.0,21.16992,345.5,2773.848,2664.864,7649.0,52.0
20230605 12:13:25,3727.0,163.09124999999997,20.57088,97.2088,15030.0,21.18528,345.70000000000005,2775.938,2637.5040000000004,7715.0,52.0
20230605 12:13:27,3729.0,163.74361499999998,20.563200000000002,105.9292,14734.0,21.1776,345.70000000000005,2770.922,2663.952,7734.0,52.0
20230605 12:13:29,3731.0,164.155635,20.567040000000002,106.4024,14919.0,21.17376,345.6,2770.922,2694.96,7753.0,52.0
20230605 12:13:31,3733.0,164.49898499999998,20.5824,119.1112,15131.0,21.16608,345.70000000000005,2773.012,2703.6240000000003,7773.0,52.0
20230605 12:13:33,3735.0,164.086965,20.57472,105.6588,14944.0,21.18912,345.90000000000003,2774.684,2670.3360000000002,7842.0,52.0
20230605 12:13:35,3737.0,163.57193999999998,20.5824,85.71679999999999,14696.0,21.20448,346.0,2770.5040000000004,2609.688,7832.0,52.0
20230605 12:13:37,3739.0,162.782235,20.59008,82.8776,15138.0,21.20448,346.0,2775.938,2683.56,7860.0,52.0
20230605 12:13:39,3741.0,162.026865,20.59008,96.668,15114.0,21.19296,345.90000000000003,2772.176,2675.3520000000003,7842.0,52.0
20230605 12:13:41,3743.0,160.96248,20.6016,89.0292,14710.0,21.20448,345.90000000000003,2779.282,2694.5040000000004,7823.0,52.0
20230605 12:13:43,3745.0,159.34873499999998,20.60544,75.9148,15275.0,21.20832,346.0,2774.684,2664.864,7774.0,52.0
20230605 12:13:45,3747.0,158.181345,20.59776,80.782,15013.0,21.216,345.90000000000003,2777.61,2670.3360000000002,7823.0,52.0
20230605 12:13:47,3749.0,156.01824,20.609280000000002,77.5372,15256.0,21.22368,345.8,2774.684,2659.8480000000004,7812.0,52.0
20230605 12:13:49,3751.0,153.717795,20.609280000000002,80.9848,15109.0,21.21984,345.90000000000003,2775.938,2691.312,7793.0,52.0
20230605 12:13:51,3753.0,151.589025,20.609280000000002,65.5044,15023.0,21.231360000000002,345.90000000000003,2781.3720000000003,2657.112,7832.0,52.0
20230605 12:13:53,3755.0,149.28858,20.613120000000002,68.0732,14924.0,21.22368,346.0,2779.7000000000003,2705.9040000000005,7852.0,52.0
20230605 12:13:55,3757.0,146.507445,20.62464,78.1456,15224.0,21.22368,346.0,2776.356,2655.288,7833.0,51.0
20230605 12:13:57,3759.0,143.45163,20.6208,82.8776,15110.0,21.227520000000002,345.90000000000003,2776.774,2644.344,7804.0,51.0
20230605 12:13:59,3761.0,140.80783499999998,20.62464,83.0128,15376.0,21.24288,345.90000000000003,2775.102,2690.4000000000005,7852.0,51.0
20230605 12:14:01,3763.0,138.198375,20.63616,91.73320000000001,14688.0,21.231360000000002,345.70000000000005,2766.742,2706.36,7843.0,51.0
20230605 12:14:03,3765.0,135.932265,20.64,99.2368,15264.0,21.24288,345.6,2771.7580000000003,2648.4480000000003,7813.0,51.0
20230605 12:14:05,3767.0,133.940835,20.64384,92.95,15040.0,21.231360000000002,345.70000000000005,2773.848,2632.032,7775.0,51.0
20230605 12:14:07,3769.0,132.498765,20.64384,91.3276,14855.0,21.26592,345.6,2774.684,2682.192,7794.0,51.0
20230605 12:14:09,3771.0,131.70906,20.65536,97.0736,15029.0,21.25824,345.5,2776.774,2691.768,7775.0,51.0
20230605 12:14:11,3773.0,131.40004499999998,20.64,85.176,15122.0,21.273600000000002,345.3,2774.2660000000005,2643.888,7756.0,51.0
20230605 12:14:13,3775.0,130.850685,20.65536,94.03160000000001,14933.0,21.26592,345.3,2773.848,2634.312,7718.0,51.0
20230605 12:14:15,3777.0,130.438665,20.663040000000002,85.3112,15023.0,21.26592,345.3,2770.0860000000002,2633.4,7718.0,51.0
20230605 12:14:17,3779.0,129.95797499999998,20.6784,85.5816,15017.0,21.25824,345.1,2775.102,2637.0480000000002,7727.0,51.0
20230605 12:14:19,3781.0,129.44295,20.67456,81.12,14751.0,21.28512,344.90000000000003,2775.102,2646.6240000000003,7709.0,51.0
20230605 12:14:21,3783.0,128.20689,20.68224,73.0756,15141.0,21.273600000000002,344.6,2778.4460000000004,2694.96,7700.0,51.0
20230605 12:14:23,3785.0,126.66181499999999,20.68992,75.9824,15016.0,21.273600000000002,344.40000000000003,2778.028,2689.944,7709.0,51.0
20230605 12:14:25,3787.0,125.25407999999999,20.67456,66.5184,14939.0,21.277440000000002,344.3,2776.356,2666.688,7776.0,51.0
20230605 12:14:27,3789.0,123.29698499999999,20.68608,84.162,14954.0,21.28512,344.1,2770.922,2698.1520000000005,7767.0,51.0
20230605 12:14:29,3791.0,121.75191,20.69376,76.5908,15107.0,21.28896,343.90000000000003,2777.1920000000005,2681.28,7747.0,51.0
20230605 12:14:31,3793.0,120.00082499999999,20.709120000000002,78.6864,15017.0,21.28512,343.90000000000003,2773.4300000000003,2632.944,7700.0,51.0
20230605 12:14:33,3795.0,118.28407499999999,20.69376,64.9636,15134.0,21.312,343.70000000000005,2780.1180000000004,2647.0800000000004,7719.0,51.0
20230605 12:14:35,3797.0,116.60166,20.71296,63.6792,15264.0,21.30048,343.6,2771.34,2630.664,7728.0,51.0
20230605 12:14:37,3799.0,114.91924499999999,20.6976,72.26440000000001,14936.0,21.30048,343.40000000000003,2773.848,2642.976,7728.0,51.0
20230605 12:14:39,3801.0,112.72180499999999,20.7168,73.75160000000001,14936.0,21.31584,343.40000000000003,2767.996,2674.8959999999997,7671.0,51.0
20230605 12:14:41,3803.0,111.24539999999999,20.7168,69.8984,14926.0,21.30816,343.20000000000005,2771.7580000000003,2707.272,7625.0,51.0
20230605 12:14:43,3805.0,109.45997999999999,20.71296,75.5768,15227.0,21.31968,343.0,2771.34,2670.792,7634.0,51.0
20230605 12:14:45,3807.0,107.846235,20.72448,63.7468,15255.0,21.31584,342.90000000000003,2773.012,2646.168,7634.0,51.0
20230605 12:14:47,3809.0,106.23249,20.72064,84.4324,15132.0,21.323520000000002,343.0,2776.356,2680.8240000000005,7644.0,51.0
20230605 12:14:49,3811.0,104.61874499999999,20.736,64.6256,15441.0,21.33888,342.90000000000003,2778.4460000000004,2648.4480000000003,7644.0,51.0
20230605 12:14:51,3813.0,103.039335,20.73984,59.9612,15008.0,21.33504,342.8,2770.922,2643.4320000000002,7634.0,51.0
20230605 12:14:53,3815.0,101.25391499999999,20.73216,57.798,15028.0,21.34272,342.6,2775.938,2637.5040000000004,7663.0,51.0
20230605 12:14:55,3817.0,99.64017,20.72832,59.2852,15037.0,21.33888,342.3,2773.4300000000003,2703.168,7644.0,51.0
20230605 12:14:57,3819.0,98.36977499999999,20.73984,48.1312,15018.0,21.35424,342.0,2775.102,2642.52,7606.0,51.0
20230605 12:14:59,3821.0,96.790365,20.755200000000002,43.8048,15045.0,21.35424,341.8,2768.4139999999998,2652.0960000000005,7579.0,51.0
20230605 12:15:01,3823.0,95.65731,20.751360000000002,55.2968,14927.0,21.35424,341.6,2773.848,2658.48,7598.0,51.0
20230605 12:15:03,3825.0,94.14657,20.751360000000002,53.3364,15030.0,21.373440000000002,341.40000000000003,2772.176,2644.8,7598.0,51.0
20230605 12:15:05,3827.0,92.36115,20.7744,50.699999999999996,15135.0,21.35424,341.1,2779.282,2633.4,7542.0,51.0
20230605 12:15:07,3829.0,90.91908,20.75904,56.986799999999995,15033.0,21.37728,341.0,2771.34,2634.768,7533.0,51.0
20230605 12:15:09,3831.0,89.61434999999999,20.76672,52.592800000000004,14699.0,21.39264,340.8,2775.102,2661.6720000000005,7458.0,51.0
20230605 12:15:11,3833.0,88.37828999999999,20.78592,52.1196,14697.0,21.38496,340.70000000000005,2780.1180000000004,2628.384,7467.0,51.0
20230605 12:15:13,3835.0,87.31390499999999,20.77824,58.136,14929.0,21.39648,340.5,2778.864,2634.768,7411.0,51.0
20230605 12:15:15,3837.0,86.901885,20.7744,47.996,15028.0,21.40032,340.3,2770.0860000000002,2681.28,7458.0,51.0
20230605 12:15:17,3839.0,86.62720499999999,20.77824,36.2336,15231.0,21.40416,340.20000000000005,2774.684,2609.688,7430.0,51.0
20230605 12:15:19,3841.0,86.352525,20.79744,34.4084,15034.0,21.40416,340.1,2773.4300000000003,2661.216,7402.0,51.0
20230605 12:15:21,3843.0,86.421195,20.78976,44.278,15267.0,21.41184,340.0,2777.1920000000005,2635.224,7439.0,51.0
20230605 12:15:23,3845.0,86.352525,20.79744,38.6672,14933.0,21.43488,339.90000000000003,2767.16,2595.0960000000005,7449.0,51.0
20230605 12:15:25,3847.0,86.146515,20.805120000000002,40.4924,15139.0,21.40416,339.70000000000005,2771.7580000000003,2585.5200000000004,7449.0,51.0
20230605 12:15:27,3849.0,85.56281999999999,20.82048,44.480799999999995,15107.0,21.415680000000002,339.5,2769.668,2637.96,7497.0,51.0
20230605 12:15:29,3851.0,85.21946999999999,20.82048,41.7092,15018.0,21.415680000000002,339.3,2771.34,2645.2560000000003,7515.0,51.0
20230605 12:15:31,3853.0,85.11646499999999,20.82816,40.762800000000006,15093.0,21.415680000000002,339.20000000000005,2767.16,2642.976,7534.0,51.0
20230605 12:15:33,3855.0,84.979125,20.81664,38.5996,15116.0,21.43104,339.1,2769.668,2623.368,7478.0,51.0
20230605 12:15:35,3857.0,84.635775,20.82816,40.4248,14925.0,21.43488,339.0,2767.5780000000004,2641.608,7534.0,51.0
20230605 12:15:37,3859.0,84.567105,20.832,41.4388,14931.0,21.44256,338.8,2765.9060000000004,2647.992,7581.0,51.0
20230605 12:15:39,3861.0,84.292425,20.82816,40.762800000000006,15230.0,21.43488,338.6,2764.6520000000005,2627.9280000000003,7562.0,52.0
20230605 12:15:41,3863.0,83.949075,20.84352,40.2896,15531.0,21.4464,338.40000000000003,2767.16,2609.232,7552.0,52.0
20230605 12:15:43,3865.0,83.67439499999999,20.85888,45.9004,14930.0,21.45408,338.3,2766.742,2602.392,7590.0,52.0
20230605 12:15:45,3867.0,83.056365,20.84352,48.4016,14701.0,21.469440000000002,338.20000000000005,2767.5780000000004,2661.6720000000005,7656.0,52.0
20230605 12:15:47,3869.0,82.95335999999999,20.84352,58.541599999999995,15238.0,21.469440000000002,338.1,2763.398,2599.656,7666.0,52.0
20230605 12:15:49,3871.0,82.64434499999999,20.84352,47.117200000000004,15038.0,21.48096,338.0,2766.742,2666.688,7657.0,52.0
20230605 12:15:51,3873.0,82.26665999999999,20.87424,44.480799999999995,15117.0,21.47712,337.90000000000003,2764.6520000000005,2615.16,7666.0,52.0
20230605 12:15:53,3875.0,82.094985,20.86272,40.4924,15019.0,21.47712,337.90000000000003,2766.742,2657.5679999999998,7666.0,52.0
20230605 12:15:55,3877.0,82.33533,20.88192,36.3688,15102.0,21.47328,337.8,2764.6520000000005,2600.568,7666.0,51.0
20230605 12:15:57,3879.0,82.16365499999999,20.8704,31.704400000000003,15038.0,21.48864,337.5,2770.5040000000004,2637.0480000000002,7732.0,51.0
20230605 12:15:59,3881.0,82.16365499999999,20.88576,32.921200000000006,14934.0,21.4848,337.40000000000003,2764.6520000000005,2642.976,7752.0,51.0
20230605 12:16:01,3883.0,81.957645,20.88576,32.11,14608.0,21.515520000000002,337.5,2765.488,2611.056,7704.0,51.0
20230605 12:16:03,3885.0,81.88897499999999,20.8704,33.8676,14715.0,21.50016,337.5,2762.562,2640.2400000000002,7675.0,51.0
20230605 12:16:05,3887.0,81.06493499999999,20.87808,27.851200000000002,15009.0,21.504,337.40000000000003,2770.922,2638.416,7704.0,51.0
20230605 12:16:07,3889.0,80.96193,20.88576,48.4016,14937.0,21.504,337.6,2767.16,2663.952,7732.0,51.0
20230605 12:16:09,3891.0,80.13789,20.90112,37.653200000000005,15275.0,21.511680000000002,337.70000000000005,2767.996,2678.544,7733.0,51.0
20230605 12:16:11,3893.0,80.00054999999999,20.897280000000002,42.317600000000006,15241.0,21.52704,337.90000000000003,2763.398,2647.536,7733.0,51.0
20230605 12:16:13,3895.0,79.69153499999999,20.90496,43.06120000000001,15130.0,21.5232,337.90000000000003,2766.742,2644.8,7733.0,51.0
20230605 12:16:15,3897.0,79.38252,20.91264,41.3036,15030.0,21.53472,338.0,2769.668,2628.84,7724.0,51.0
20230605 12:16:17,3899.0,78.93616499999999,20.91264,44.8188,15116.0,21.53856,337.70000000000005,2774.2660000000005,2649.36,7724.0,51.0
20230605 12:16:19,3901.0,78.62715,20.9088,41.236,15100.0,21.5424,337.70000000000005,2762.562,2619.264,7714.0,51.0
20230605 12:16:21,3903.0,78.18079499999999,20.91264,48.8748,15274.0,21.55008,337.70000000000005,2762.562,2660.304,7724.0,51.0
20230605 12:16:23,3905.0,77.66577,20.928,40.9656,15021.0,21.557760000000002,337.70000000000005,2763.398,2669.4240000000004,7714.0,51.0
20230605 12:16:25,3907.0,77.39108999999999,20.92032,46.4412,15255.0,21.561600000000002,337.70000000000005,2763.398,2683.1040000000003,7763.0,51.0
20230605 12:16:27,3909.0,76.84173,20.928,44.751200000000004,15029.0,21.56928,337.70000000000005,2760.472,2657.5679999999998,7724.0,51.0
20230605 12:16:29,3911.0,76.532715,20.93184,36.504,15014.0,21.56544,337.70000000000005,2762.98,2611.512,7678.0,51.0
20230605 12:16:31,3913.0,76.2237,20.95488,38.396800000000006,15261.0,21.56544,337.90000000000003,2761.7260000000006,2650.2720000000004,7640.0,51.0
20230605 12:16:33,3915.0,76.15503,20.93568,42.6556,14936.0,21.58464,337.90000000000003,2762.98,2592.816,7621.0,51.0
20230605 12:16:35,3917.0,75.91468499999999,20.93952,38.3292,14946.0,21.56928,337.90000000000003,2767.16,2666.232,7575.0,51.0
20230605 12:16:37,3919.0,75.777345,20.95488,33.9352,14940.0,21.58848,337.8,2766.742,2625.648,7546.0,51.0
20230605 12:16:39,3921.0,75.57133499999999,20.96256,35.0844,15095.0,21.6,337.8,2766.324,2638.8720000000003,7546.0,51.0
20230605 12:16:41,3923.0,75.365325,20.9664,38.2616,15260.0,21.5808,337.8,2772.176,2639.784,7537.0,51.0
20230605 12:16:43,3925.0,75.15931499999999,20.97024,43.3316,14935.0,21.5808,337.8,2763.8160000000003,2629.7520000000004,7565.0,51.0
